,ORF,gene_length,gene_distance_to_end_of_chromosome_near_end,gene_distance_to_end_of_chromosome_far_end
1097,YOR090C,632,0.45057339449541284,0.45214954128440366
1098,YOR089C,2027,0.44972293577981654,0.45030275229357797
1099,YOR087W,3560,0.4474394495412844,0.44929908256880735
1100,YOR086C,1052,0.44332201834862384,0.4465880733944954
1101,YOR085W,1163,0.44223394495412843,0.44319908256880736
1102,YOR084W,887,0.4409073394495413,0.4419743119266055
1103,YOR083W,2249,0.43994036697247707,0.440754128440367
1104,YOR081C,2240,0.4375605504587156,0.43962385321100916
1105,YOR080W,941,0.43537064220183486,0.4374256880733945
1106,YOR079C,644,0.43438256880733944,0.435245871559633
1107,YOR078W,698,0.43369449541284405,0.43428532110091744
1108,YOR077W,2243,0.43293669724770645,0.4335770642201835
1109,YOR076C,1040,0.43062293577981653,0.43268073394495415
1110,YOR075W,914,0.429554128440367,0.43050825688073396
1111,YOR074C,1772,0.4281440366972477,0.4289825688073394
1112,YOR073W,1796,0.426397247706422,0.42802293577981654
1113,YOR071C,1913,0.42154311926605503,0.42319082568807337
1114,YOR070C,2027,0.4182651376146789,0.42002018348623854
1115,YOR069W,344,0.416302752293578,0.4181623853211009
1116,YOR068C,1733,0.4163954128440367,0.4167110091743119
1117,YOR067C,1889,0.41443211009174313,0.41602201834862385
1118,YOR066W,929,0.41232844036697247,0.4140614678899083
1119,YOR065W,659,0.41049633027522936,0.411348623853211
1120,YOR064C,1163,0.40924862385321104,0.4098532110091743
1121,YOR063W,806,0.4079706422018349,0.4090376146788991
1122,YOR062C,1019,0.40617155963302753,0.40691100917431194
1123,YOR061W,773,0.40507889908256883,0.4060137614678899
1124,YOR060C,1352,0.4040293577981651,0.40473853211009175
1125,YOR059C,1187,0.40266788990825686,0.40390825688073395
1126,YOR057W,1379,0.396502752293578,0.39759174311926604
1127,YOR056C,2024,0.39472385321100917,0.39598899082568806
1128,YOR054C,452,0.3925091743119266,0.3943660550458716
1129,YOR052C,1238,0.3915357798165138,0.3919504587155963
1130,YOR051C,1064,0.3897688073394495,0.3909045871559633
1131,YOR049C,3020,0.3877697247706422,0.388745871559633
1132,YOR048C,1334,0.3840651376146789,0.38683577981651374
1133,YOR047C,1448,0.38197064220183485,0.38319449541284406
1134,YOR046C,185,0.38023853211009173,0.3815669724770642
1135,YOR045W,473,0.3796807339449541,0.3798504587155963
1136,YOR044W,1460,0.37890550458715594,0.3793394495412844
1137,YOR043W,1235,0.37694495412844037,0.37828440366972477
1138,YOR042W,857,0.37470183486238534,0.3758348623853211
1139,YOR040W,776,0.37345321100917434,0.3742394495412844
1140,YOR039W,2627,0.37226422018348626,0.3729761467889908
1141,YOR038C,1100,0.369505504587156,0.3719155963302752
1142,YOR037W,866,0.3683990825688073,0.3694082568807339
1143,YOR036W,2369,0.36729174311926605,0.3680862385321101
1144,YOR035C,2249,0.364894495412844,0.3670678899082569
1145,YOR034C,2108,0.3622357798165138,0.36429908256880733
1146,YOR033C,1304,0.36001467889908256,0.361948623853211
1147,YOR032C,209,0.3575880733944954,0.35878440366972475
1148,YOR031W,1859,0.3570761467889908,0.35726788990825686
1149,YOR030W,887,0.3548853211009174,0.3565908256880734
1150,YOR028C,1769,0.3518651376146789,0.35267889908256883
1151,YOR027W,1025,0.34958990825688074,0.3512128440366972
1152,YOR026W,1343,0.34842293577981653,0.3493633027522936
1153,YOR025W,1700,0.34698990825688075,0.3482220183486239
1154,YOR023C,2147,0.3449651376146789,0.34652477064220183
1155,YOR022C,641,0.3428532110091743,0.3448229357798165
1156,YOR021C,320,0.3420165137614679,0.3426045871559633
1157,YOR020C,2192,0.3399302752293578,0.3402238532110092
1158,YOR019W,2513,0.33773119266055046,0.33974220183486237
1159,YOR018W,2402,0.3342834862385321,0.33658899082568805
1160,YOR017W,623,0.33157064220183485,0.3337743119266055
1161,YOR016C,2273,0.3306981651376147,0.3312697247706422
1162,YOR014W,413,0.32814128440366974,0.33022660550458716
1163,YOR012W,4184,0.3271036697247706,0.32748256880733945
1164,YOR011W,755,0.32080642201834864,0.32464495412844036
1165,YOR010C,1463,0.31761009174311927,0.31830275229357796
1166,YOR009W,224,0.31590366972477063,0.317245871559633
1167,YOR008C-A,1136,0.31454862385321103,0.314754128440367
1168,YOR008C,1040,0.3131,0.3141422018348624
1169,YOR007C,941,0.31095321100917434,0.3119073394495413
1170,YOR006C,2834,0.30979908256880734,0.3106623853211009
1171,YOR005C,764,0.30688990825688073,0.3094899082568807
1172,YOR004W,1436,0.306048623853211,0.3067495412844037
1173,YOR003W,1634,0.3040880733944954,0.305405504587156
1174,YOR002W,2201,0.3022183486238532,0.30371743119266054
1175,YOR001W,881,0.2998467889908257,0.30186605504587155
1176,YOL001W,953,0.298394495412844,0.29920275229357796
1177,YOL002C,1136,0.29670825688073393,0.29758256880733946
1178,YOL003C,4610,0.2952834862385321,0.2963256880733945
1179,YOL004W,362,0.2907697247706422,0.29499908256880736
1180,YOL005C,2309,0.2897376146788991,0.2900697247706422
1181,YOL006C,1025,0.2872284403669725,0.28934678899082567
1182,YOL007C,623,0.2856357798165138,0.28657614678899085
1183,YOL008W,815,0.2846908256880734,0.28526238532110093
1184,YOL009C,1103,0.2837844036697248,0.2845321100917431
1185,YOL010W,2060,0.28251284403669724,0.28352477064220183
1186,YOL011W,404,0.2801376146788991,0.2820275229357798
1187,YOL012C,1655,0.2785137614678899,0.2788844036697248
1188,YOL013C,374,0.27649633027522935,0.27801467889908255
1189,YOL014W,1760,0.274948623853211,0.2752917431192661
1190,YOL015W,1343,0.2725495412844037,0.27416422018348624
1191,YOL016C,2144,0.2704385321100917,0.27167064220183484
1192,YOL017W,1193,0.2683761467889908,0.27034311926605503
1193,YOL018C,1655,0.2668642201834862,0.2679587155963303
1194,YOL019W,1778,0.26504495412844037,0.26656330275229356
1195,YOL020W,3005,0.2625440366972477,0.2641752293577982
1196,YOL021C,1226,0.259102752293578,0.2618596330275229
1197,YOL022C,2030,0.25713119266055046,0.2582559633027523
1198,YOL023W,518,0.2550981651376147,0.2569605504587156
1199,YOL024W,1982,0.25420825688073395,0.2546834862385321
1200,YOL025W,341,0.2522550458715596,0.25407339449541283
1201,YOL026C,1721,0.2513880733944954,0.25170091743119266
1202,YOL027C,737,0.24954495412844035,0.25112385321100916
1203,YOL028C,605,0.2482880733944954,0.24896422018348624
1204,YOL029C,1454,0.2475376146788991,0.24809266055045873
1205,YOL030W,1265,0.2460440366972477,0.24737798165137614
1206,YOL031C,740,0.24427981651376146,0.24544036697247706
1207,YOL032W,1610,0.24351376146788992,0.2441926605504587
1208,YOL033W,3281,0.24172110091743118,0.2431981651376147
1209,YOL034W,2285,0.23846238532110092,0.24147247706422018
1210,YOL036W,764,0.23554495412844037,0.23764128440366972
1211,YOL038W,320,0.23425321100917432,0.23495412844036698
1212,YOL039W,428,0.23329908256880735,0.23359266055045871
1213,YOL040C,1379,0.23224587155963303,0.23263853211009175
1214,YOL041C,1091,0.23051926605504588,0.23178440366972478
1215,YOL042W,1142,0.22919633027522937,0.23019724770642203
1216,YOL043C,1151,0.2278816513761468,0.22892935779816515
1217,YOL044W,3305,0.22674220183486238,0.22779816513761467
1218,YOL045W,1133,0.2233908256880734,0.2264229357798165
1219,YOL047C,1106,0.22166330275229357,0.22270275229357797
1220,YOL048C,1475,0.2203697247706422,0.22138440366972478
1221,YOL049W,3245,0.21891559633027524,0.22026880733944953
1222,YOL051W,1190,0.21554036697247705,0.21851743119266054
1223,YOL052C,185,0.21325229357798164,0.21434403669724772
1224,YOL052C-A,1187,0.212448623853211,0.2126183486238532
1225,YOL053W,1220,0.2110862385321101,0.21217522935779817
1226,YOL054W,1655,0.2097366972477064,0.2108559633027523
1227,YOL055C,911,0.20588899082568807,0.2074073394495413
1228,YOL056W,2135,0.20483211009174312,0.20566788990825688
1229,YOL057W,1262,0.20253761467889908,0.20449633027522937
1230,YOL058W,1322,0.20111009174311928,0.2022678899082569
1231,YOL059W,2120,0.19919816513761468,0.20041100917431193
1232,YOL060C,1490,0.19634587155963304,0.1982908256880734
1233,YOL061W,1475,0.19471926605504586,0.1960862385321101
1234,YOL062C,2873,0.1931376146788991,0.19449082568807338
1235,YOL063C,1073,0.19026788990825688,0.19290366972477063
1236,YOL064C,1154,0.18908532110091744,0.1900697247706422
1237,YOL065C,1775,0.18782660550458716,0.18888532110091744
1238,YOL066C,533,0.18595963302752294,0.1875880733944954
1239,YOL067C,1511,0.18530733944954128,0.18579633027522935
1240,YOL068C,1355,0.18382385321100916,0.18521009174311925
1241,YOL069W,1505,0.18251559633027523,0.18375871559633028
1242,YOL070C,488,0.18093577981651376,0.1823165137614679
1243,YOL071W,1367,0.1802816513761468,0.18072935779816512
1244,YOL072W,968,0.17887155963302753,0.1801256880733945
1245,YOL073C,3884,0.17782752293577983,0.17871559633027523
1246,YOL075C,2390,0.17399816513761468,0.17756146788990826
1247,YOL076W,875,0.17158165137614678,0.1737743119266055
1248,YOL077C,206,0.17050275229357797,0.17130550458715596
1249,YOL077W-A,3530,0.17012660550458716,0.17031559633027524
1250,YOL078W,869,0.16668073394495414,0.16991926605504587
1251,YOL080C,9239,0.16564954128440368,0.16644678899082568
1252,YOL081W,1247,0.15694495412844037,0.1654211009174312
1253,YOL082W,1238,0.1547954128440367,0.15593944954128441
1254,YOL083W,2975,0.15203119266055046,0.15316697247706423
1255,YOL084W,1046,0.14895045871559634,0.15167981651376147
1256,YOL086C,3350,0.1463743119266055,0.14733394495412844
1257,YOL087C,833,0.1424651376146789,0.14553853211009174
1258,YOL088C,3092,0.14120366972477064,0.14196788990825687
1259,YOL089C,2894,0.13797981651376146,0.1408165137614679
1260,YOL090W,1829,0.13521284403669726,0.13786788990825688
1261,YOL091W,926,0.13333394495412845,0.1350119266055046
1262,YOL092W,881,0.132297247706422,0.1331467889908257
1263,YOL093W,971,0.13102293577981652,0.13183119266055046
1264,YOL094C,2120,0.12989357798165138,0.13078440366972477
1265,YOL095C,938,0.12773119266055047,0.12967614678899084
1266,YOL096C,1298,0.12670366972477065,0.12756422018348623
1267,YOL097C,3113,0.12525412844036699,0.12644495412844037
1268,YOL098C,3245,0.12176605504587155,0.12462201834862385
1269,YOL100W,938,0.11856605504587156,0.12154311926605504
1270,YOL101C,692,0.11649724770642202,0.11735779816513761
1271,YOL102C,1829,0.11559357798165137,0.11622844036697248
1272,YOL103W,1058,0.11376238532110092,0.11544036697247706
1273,YOL104C,1670,0.10678532110091743,0.10775596330275229
1274,YOL105C,1028,0.10471376146788991,0.10624587155963303
1275,YOL107W,455,0.10284587155963303,0.10378899082568807
1276,YOL108C,341,0.10223027522935779,0.10264770642201834
1277,YOL109W,713,0.10118990825688073,0.10150275229357798
1278,YOL110W,638,0.10016146788990826,0.10081559633027523
1279,YOL111C,1478,0.09931926605504587,0.0999045871559633
1280,YOL112W,1967,0.09789908256880733,0.09925504587155963
1281,YOL113W,608,0.0957119266055046,0.09751651376146789
1282,YOL114C,1754,0.09478623853211009,0.09534403669724771
1283,YOL115W,1148,0.09309633027522936,0.09470550458715596
1284,YOL116W,1937,0.09156788990825689,0.0926211009174312
1285,YOL117W,1505,0.08949633027522935,0.09127339449541284
1286,YOL119C,1007,0.08702385321100918,0.0884045871559633
1287,YOL120C,824,0.08568348623853211,0.08660733944954128
1288,YOL121C,1727,0.08442752293577982,0.08518348623853211
1289,YOL122C,1604,0.08228623853211009,0.08387064220183486
1290,YOL123W,1301,0.0805908256880734,0.08206238532110091
1291,YOL124C,1430,0.0784,0.07959357798165137
1292,YOL125W,1271,0.07691192660550458,0.07822385321100918
1293,YOL126C,842,0.07503394495412843,0.0762
1294,YOL127W,1127,0.07371376146788991,0.07448623853211009
1295,YOL128C,554,0.07188256880733945,0.07291651376146789
1296,YOL129W,2579,0.0711559633027523,0.07166422018348624
1297,YOL130W,326,0.06825688073394495,0.07062293577981651
1298,YOL131W,1415,0.06700091743119266,0.0673
1299,YOL132W,365,0.06541284403669725,0.06671100917431193
1300,YOL133W,668,0.06451834862385321,0.06485321100917431
1301,YOL135C,1193,0.06364770642201835,0.06426055045871559
1302,YOL136C,1493,0.06198256880733945,0.06307706422018348
1303,YOL137W,4025,0.06020275229357798,0.061572477064220185
1304,YOL138C,641,0.056261467889908254,0.059954128440366974
1305,YOL139C,1271,0.05539724770642202,0.05598532110091743
1306,YOL140W,2087,0.053907339449541285,0.05507339449541285
1307,YOL141W,722,0.051789908256880735,0.0537045871559633
1308,YOL142W,509,0.050969724770642204,0.05163211009174312
1309,YOL143C,1454,0.05008623853211009,0.050553211009174315
1310,YOL144W,3233,0.04871284403669725,0.05004678899082569
1311,YOL145C,584,0.04546238532110092,0.048428440366972476
1312,YOL146W,710,0.04482844036697248,0.04536422018348624
1313,YOL147C,1814,0.0439743119266055,0.044625688073394496
1314,YOL148C,695,0.04198073394495413,0.04364495412844037
1315,YOL149W,1028,0.041226605504587156,0.04186422018348624
1316,YOL151W,1862,0.040085321100917434,0.04102844036697248
1317,YOL152W,749,0.03738256880733945,0.03909082568807339
1318,YOL154W,2903,0.0317954128440367,0.03248256880733945
1319,YOL155C,1703,0.02633211009174312,0.028995412844036696
1320,YOL156W,1769,0.023185321100917432,0.02474770642201835
1321,YOL157C,1820,0.020664220183486237,0.022287155963302753
1322,YOL158C,515,0.017880733944954128,0.019550458715596332
1323,YOL159C,362,0.015853211009174313,0.016325688073394497
1324,YOL161C,647,0.010594495412844037,0.010926605504587156
1325,YOL162W,509,0.00928256880733945,0.009876146788990826
1326,YOL163W,1940,0.008803669724770643,0.009270642201834862
1327,YOL164W,431,0.005665137614678899,0.007444954128440367
1328,YOL165C,362,0.0015110091743119267,0.001906422018348624
1329,YNR076W,1124,-0.002923076923077028,-0.002458974358974464
1330,YNR075W,1136,-0.0013333333333334085,0.00010769230769225313
1331,YNR074C,1508,0.0016179487179487362,0.003074358974358926
1332,YNR073C,1694,0.004743589743589793,0.006676923076923025
1333,YNR072W,1028,0.0072423076923077145,0.009414102564102578
1334,YNR071C,4001,0.010938461538461564,0.012256410256410222
1335,YNR070W,1469,0.013620512820512798,0.018750000000000044
1336,YNR069C,818,0.022317948717948677,0.024201282051282025
1337,YNR068C,3353,0.024506410256410205,0.025555128205128175
1338,YNR067C,1310,0.02679615384615386,0.031094871794871803
1339,YNR066C,3350,0.03200641025641027,0.03368589743589745
1340,YNR065C,872,0.033717948717948754,0.03801282051282051
1341,YNR064C,1823,0.03845128205128201,0.0395692307692308
1342,YNR063W,983,0.04004358974358979,0.04238076923076928
1343,YNR062C,659,0.0444320512820513,0.0456923076923077
1344,YNR061C,2159,0.04674358974358972,0.047588461538461524
1345,YNR060W,1742,0.04857692307692307,0.051344871794871794
1346,YNR059W,1442,0.05314743589743587,0.05538076923076918
1347,YNR058W,713,0.05675256410256413,0.05860128205128201
1348,YNR057C,1685,0.05888589743589745,0.059799999999999964
1349,YNR056C,1760,0.05986794871794876,0.06202820512820517
1350,YNR055C,950,0.06386282051282055,0.06611923076923076
1351,YNR054C,1991,0.07140128205128204,0.07261923076923071
1352,YNR053C,1301,0.07293205128205127,0.07548461538461537
1353,YNR052C,1547,0.07609102564102566,0.07775897435897439
1354,YNR051C,1340,0.07906538461538459,0.08104871794871793
1355,YNR050C,632,0.08283333333333331,0.08455128205128204
1356,YNR049C,1181,0.08505512820512817,0.08586538461538462
1357,YNR048W,2681,0.08613717948717947,0.08765128205128203
1358,YNR047W,407,0.0881974358974359,0.09163461538461537
1359,YNR046W,1469,0.09205512820512818,0.09257692307692311
1360,YNR045W,2177,0.09280769230769226,0.0946910256410256
1361,YNR044W,1190,0.09502820512820509,0.09781923076923071
1362,YNR043W,1118,0.09860641025641026,0.10013205128205127
1363,YNR041C,770,0.1004346153846154,0.10186794871794869
1364,YNR040W,1817,0.10197179487179486,0.10295897435897439
1365,YNR039C,1889,0.10329102564102566,0.10562051282051277
1366,YNR038W,275,0.10578717948717953,0.10820897435897436
1367,YNR037C,461,0.10855256410256409,0.10890512820512821
1368,YNR036C,1028,0.10919999999999996,0.10979102564102561
1369,YNR035C,965,0.11019358974358973,0.1115115384615385
1370,YNR034W,2363,0.11373333333333335,0.11497051282051285
1371,YNR033W,221,0.11538461538461542,0.11841410256410256
1372,YNR032C-A,1106,0.11863333333333337,0.11891666666666667
1373,YNR032W,4739,0.11907948717948713,0.12049743589743589
1374,YNR031C,1655,0.12123717948717949,0.12731282051282056
1375,YNR030W,1289,0.1276205128205128,0.12974230769230766
1376,YNR029C,926,0.1301410256410256,0.1317935897435898
1377,YNR028W,953,0.13191666666666668,0.13310384615384618
1378,YNR027W,1415,0.13348974358974364,0.1347115384615385
1379,YNR026C,560,0.13501153846153846,0.136825641025641
1380,YNR024W,1700,0.13721666666666665,0.13793461538461538
1381,YNR023W,419,0.13830769230769235,0.14048717948717948
1382,YNR022C,1214,0.140775641025641,0.14131282051282046
1383,YNR021W,812,0.1415474358974359,0.1431038461538462
1384,YNR020C,1928,0.14330256410256415,0.14434358974358974
1385,YNR019W,674,0.14452692307692305,0.146998717948718
1386,YNR018W,668,0.14750512820512818,0.1483692307692308
1387,YNR017W,6701,0.14925256410256416,0.1501089743589744
1388,YNR016C,1154,0.15208205128205132,0.16067307692307697
1389,YNR015W,638,0.16084230769230767,0.16232179487179488
1390,YNR014W,2684,0.16268589743589745,0.16350384615384617
1391,YNR013C,1505,0.1644692307692308,0.16791025641025636
1392,YNR012W,2630,0.16802692307692313,0.16995641025641028
1393,YNR011C,449,0.17057435897435902,0.17394615384615386
1394,YNR010W,749,0.17410897435897432,0.17468461538461544
1395,YNR009W,1985,0.175075641025641,0.17603589743589743
1396,YNR008W,932,0.1764320512820513,0.17897692307692303
1397,YNR007C,1868,0.17933846153846156,0.18053333333333332
1398,YNR006W,440,0.18095384615384613,0.183348717948718
1399,YNR004W,953,0.18412179487179492,0.18468589743589747
1400,YNR003C,848,0.1855141025641026,0.18673589743589747
1401,YNR002C,1439,0.18736153846153847,0.18844871794871798
1402,YNR001C,1160,0.19094487179487174,0.19278974358974355
1403,YNL001W,968,0.1940794871794872,0.19556666666666667
1404,YNL002C,854,0.19596923076923078,0.19721025641025636
1405,YNL003C,1289,0.19765256410256415,0.19874743589743593
1406,YNL004W,1115,0.19920128205128207,0.20085384615384616
1407,YNL005C,911,0.20201282051282055,0.20344230769230764
1408,YNL006W,1058,0.20387179487179485,0.20503974358974364
1409,YNL007C,2009,0.20568333333333333,0.20703974358974364
1410,YNL008C,1262,0.20740897435897432,0.20998461538461544
1411,YNL009W,725,0.21014871794871792,0.21176666666666666
1412,YNL010W,1334,0.2123576923076923,0.21328717948717946
1413,YNL011C,1979,0.21388333333333331,0.21559358974358978
1414,YNL012W,3134,0.21581282051282047,0.21835000000000004
1415,YNL014W,227,0.21864871794871799,0.22266666666666668
1416,YNL015W,1361,0.22357435897435896,0.22386538461538463
1417,YNL016W,1838,0.22529615384615387,0.22704102564102568
1418,YNL018C,854,0.2284935897435898,0.23085
1419,YNL019C,1916,0.23175512820512822,0.23285
1420,YNL020C,2120,0.2339230769230769,0.2363794871794872
1421,YNL021W,1472,0.23673333333333335,0.23945128205128208
1422,YNL022C,2897,0.23987179487179489,0.2417589743589743
1423,YNL023C,740,0.242101282051282,0.24581538461538466
1424,YNL024C,971,0.24634871794871793,0.2472974358974359
1425,YNL025C,1454,0.249625641025641,0.25087051282051287
1426,YNL026W,2036,0.2520833333333333,0.25394743589743585
1427,YNL027W,1568,0.2543371794871795,0.25694743589743585
1428,YNL029C,311,0.2579820512820513,0.25999230769230774
1429,YNL030W,410,0.2602064102564102,0.26060512820512816
1430,YNL031C,845,0.261473076923077,0.261998717948718
1431,YNL032W,854,0.2623692307692308,0.2634525641025641
1432,YNL033W,1838,0.26428974358974355,0.26538461538461533
1433,YNL034W,1169,0.26626153846153844,0.26861794871794875
1434,YNL035C,665,0.269625641025641,0.27112435897435894
1435,YNL036W,1082,0.2814358974358975,0.28228846153846154
1436,YNL037C,763,0.28332948717948714,0.2847166666666666
1437,YNL038W,1784,0.28489230769230767,0.2858705128205128
1438,YNL039W,1370,0.2861115384615385,0.28839871794871796
1439,YNL040W,2519,0.28878076923076923,0.2905371794871795
1440,YNL041C,1190,0.2923230769230769,0.29555256410256414
1441,YNL042W,609,0.29578076923076924,0.29730641025641025
1442,YNL044W,2015,0.30015641025641027,0.30093717948717946
1443,YNL045W,518,0.3013089743589744,0.3038923076923077
1444,YNL046W,1970,0.30407307692307695,0.3047371794871795
1445,YNL047C,1646,0.30527948717948716,0.3078051282051282
1446,YNL048W,2630,0.30792307692307697,0.3100333333333334
1447,YNL049C,903,0.31036923076923073,0.3137410256410257
1448,YNL050C,1211,0.314124358974359,0.31528205128205133
1449,YNL051W,461,0.31555,0.3171025641025641
1450,YNL052W,1469,0.3177089743589744,0.3183
1451,YNL053W,3497,0.31870256410256415,0.3205858974358974
1452,YNL054W,851,0.32104615384615387,0.32552948717948715
1453,YNL055C,593,0.33481282051282046,0.33590384615384616
1454,YNL056W,950,0.33609871794871793,0.3368589743589744
1455,YNL058C,2267,0.33754615384615383,0.3387641025641026
1456,YNL059C,1856,0.33982564102564106,0.3427320512820513
1457,YNL061W,1436,0.34308076923076924,0.34546025641025646
1458,YNL062C,944,0.34588076923076927,0.3477217948717949
1459,YNL063W,1229,0.34781666666666666,0.34902692307692307
1460,YNL064C,1760,0.3498743589743589,0.35145000000000004
1461,YNL065W,1262,0.3519423076923077,0.35419871794871793
1462,YNL066W,575,0.3554128205128205,0.35703076923076926
1463,YNL067W,2588,0.3586448717948718,0.35938205128205125
1464,YNL068C,1045,0.36116666666666664,0.3644846153846154
1465,YNL069C,182,0.36538205128205126,0.3667217948717949
1466,YNL070W,1448,0.36724487179487175,0.36747820512820517
1467,YNL071W,923,0.36798461538461535,0.3698410256410256
1468,YNL072W,1730,0.37020384615384616,0.3713871794871795
1469,YNL073W,1358,0.3716448717948718,0.3738628205128205
1470,YNL074C,872,0.37419871794871795,0.3759397435897436
1471,YNL075W,1754,0.37630769230769234,0.377425641025641
1472,YNL076W,1586,0.37780641025641026,0.3800551282051282
1473,YNL077W,1223,0.38079743589743587,0.3828307692307692
1474,YNL078W,599,0.38334358974358973,0.38491153846153847
1475,YNL079C,1100,0.3856846153846154,0.3864525641025641
1476,YNL080C,431,0.3871371794871795,0.3885474358974359
1477,YNL081C,2621,0.388948717948718,0.3895012820512821
1478,YNL082W,1637,0.389726923076923,0.3930871794871795
1479,YNL083W,1049,0.3935692307692308,0.39566794871794875
1480,YNL084C,2492,0.39602051282051287,0.3973653846153846
1481,YNL085W,308,0.3979166666666667,0.40111153846153846
1482,YNL086W,3536,0.4017384615384615,0.40213333333333334
1483,YNL087W,4286,0.4026294871794872,0.4071628205128205
1484,YNL088W,578,0.4077025641025641,0.41319743589743585
1485,YNL090W,3722,0.4139166666666667,0.41465769230769234
1486,YNL091W,1202,0.41521538461538465,0.41998717948717945
1487,YNL092W,662,0.42041666666666666,0.4219576923076923
1488,YNL093W,1763,0.4223948717948718,0.4232435897435898
1489,YNL094W,1928,0.42387692307692304,0.42613717948717944
1490,YNL095C,917,0.427125641025641,0.42959743589743593
1491,YNL096C,992,0.4303628205128205,0.43153846153846154
1492,YNL097C,968,0.43287179487179483,0.4341435897435898
1493,YNL098C,716,0.43516410256410254,0.4364051282051282
1494,YNL099C,704,0.4368141025641026,0.4377320512820513
1495,YNL100W,2141,0.4380525641025641,0.43895512820512816
1496,YNL101W,4406,0.43956153846153845,0.44230641025641027
1497,YNL102W,2018,0.44295512820512817,0.4486038461538462
1498,YNL103W,1859,0.44903205128205126,0.4516192307692307
1499,YNL104C,3551,0.45287692307692307,0.45526025641025636
1500,YNL106C,680,0.4557730769230769,0.460325641025641
1501,YNL107W,812,0.46053846153846156,0.46141025641025646
1502,YNL108C,662,0.4617589743589744,0.4628
1503,YNL110C,362,0.46347435897435896,0.46432307692307695
1504,YNL111C,2642,0.46499487179487176,0.4654589743589743
1505,YNL112W,428,0.4663038461538461,0.4696910256410256
1506,YNL113W,1934,0.47025512820512816,0.4708038461538462
1507,YNL115C,1568,0.47172435897435894,0.47420384615384614
1508,YNL116W,1664,0.47447307692307694,0.47648333333333337
1509,YNL117W,2912,0.4768923076923077,0.47902564102564105
1510,YNL118C,1481,0.48004358974358974,0.4837769230769231
1511,YNL119W,1853,0.4839448717948718,0.48584358974358977
1512,YNL121C,347,0.4864884615384616,0.4888641025641025
1513,YNL122C,2993,0.4892666666666666,0.4897115384615385
1514,YNL123W,1478,0.49015384615384616,0.4939910256410256
1515,YNL124W,2021,0.49439487179487185,0.49628974358974354
1516,YNL125C,2540,0.4972192307692308,0.49981025641025645
1517,YNL126W,2861,0.4964474358974359,0.49970384615384617
1518,YNL127W,1304,0.4922935897435897,0.49596153846153845
1519,YNL128W,722,0.49020641025641026,0.4918782051282051
1520,YNL129W,1273,0.4890794871794872,0.4900051282051282
1521,YNL130C,458,0.4866153846153846,0.4882474358974359
1522,YNL131W,3170,0.48560128205128206,0.4861884615384615
1523,YNL132W,521,0.48118333333333335,0.4852474358974359
1524,YNL133C,1130,0.47970897435897436,0.4803769230769231
1525,YNL134C,344,0.47750384615384617,0.4789525641025641
1526,YNL135C,1277,0.476774358974359,0.4772153846153846
1527,YNL136W,1460,0.47483333333333333,0.47647051282051284
1528,YNL137C,1580,0.4725602564102564,0.4744320512820513
1529,YNL138W,4793,0.47018333333333334,0.47220897435897435
1530,YNL139C,1043,0.462725641025641,0.46887051282051284
1531,YNL141W,1499,0.4610230769230769,0.4623602564102564
1532,YNL142W,2222,0.458275641025641,0.4601974358974359
1533,YNL144C,116,0.4523358974358974,0.4551846153846154
1534,YNL145W,302,0.4518153846153846,0.4519641025641026
1535,YNL146W,443,0.4509192307692308,0.4513064102564103
1536,YNL147W,764,0.44992564102564103,0.4504935897435897
1537,YNL148C,389,0.448601282051282,0.44958076923076923
1538,YNL149C,755,0.44790897435897437,0.4484076923076923
1539,YNL151C,1229,0.44585641025641026,0.44682435897435896
1540,YNL152W,389,0.44399358974358977,0.4455692307692308
1541,YNL153C,1640,0.44316794871794873,0.44366666666666665
1542,YNL154C,824,0.44056153846153845,0.44266410256410255
1543,YNL155W,899,0.439125641025641,0.4401820512820513
1544,YNL156C,506,0.4372705128205128,0.4384230769230769
1545,YNL157W,596,0.43635128205128204,0.437
1546,YNL158W,869,0.4354025641025641,0.43616666666666665
1547,YNL159C,1064,0.4339487179487179,0.4350628205128205
1548,YNL160W,2270,0.4314705128205128,0.4328346153846154
1549,YNL161W,832,0.42640897435897435,0.4293192307692308
1550,YNL162W,3332,0.424774358974359,0.42584102564102566
1551,YNL163C,1055,0.4189012820512821,0.42317307692307693
1552,YNL164C,1220,0.4170089743589744,0.41836153846153845
1553,YNL165W,1346,0.4151717948717949,0.41673589743589745
1554,YNL166C,1943,0.41310384615384615,0.4148294871794872
1555,YNL167C,779,0.4095102564102564,0.41200128205128206
1556,YNL168C,1502,0.40773333333333334,0.40873205128205126
1557,YNL169C,5246,0.4053474358974359,0.4072730769230769
1558,YNL172W,1100,0.3982538461538462,0.4049794871794872
1559,YNL173C,1211,0.39610128205128203,0.39751153846153847
1560,YNL175C,1910,0.39410641025641024,0.39565897435897435
1561,YNL176C,929,0.3911179487179487,0.3935666666666667
1562,YNL177C,722,0.38934358974358974,0.39053461538461537
1563,YNL178W,995,0.38805384615384614,0.38897948717948716
1564,YNL180C,1223,0.384174358974359,0.38545
1565,YNL181W,1667,0.38248333333333334,0.38405128205128203
1566,YNL182C,2372,0.37943846153846156,0.381575641025641
1567,YNL183C,476,0.3758192307692308,0.3788602564102564
1568,YNL185C,2378,0.37460897435897433,0.37521923076923075
1569,YNL186W,1073,0.37115384615384617,0.3742025641025641
