Gene,AA_cons_geometric_all,nt_cons_geometric_all,AA_cons_median_all,nt_cons_median_all,AA_cons_geometric_closest,nt_cons_geometric_closest,AA_cons_median_closest,nt_cons_median_closest,AA_cons_geometric_all_beg,nt_cons_geometric_all_beg,AA_cons_median_all_beg,nt_cons_median_all_beg,AA_cons_geometric_all_end,nt_cons_geometric_all_end,AA_cons_median_all_end,nt_cons_median_all_end,AA_cons_geometric_closest_beg,nt_cons_geometric_closest_beg,AA_cons_median_closest_beg,nt_cons_median_closest_beg,AA_cons_geometric_closest_end,nt_cons_geometric_closest_end,AA_cons_median_closest_end,nt_cons_median_closest_end
AJS07840.1,0.75341078871414,0.7547740922720245,0.833,0.833,0.75341078871414,0.7547740922720245,0.833,0.833,0.7739896190241493,0.7648442453540331,0.833,0.833,0.7230674396552281,0.7368125422820003,0.833,0.833,0.7739896190241493,0.7648442453540331,0.833,0.833,0.7230674396552281,0.7368125422820003,0.833,0.833
AJS07841.1,0.6137214767167833,0.6749685586691963,0.6920000000000001,0.6895,0.4984891631254329,0.5751828304107994,0.5429999999999999,0.5625,0.6190871070567103,0.65500219961118,0.66,0.6805,0.4931247051300294,0.632684417647739,0.5,0.628,0.5212579142487648,0.5520243264970317,0.5865,0.5329999999999999,0.3187959271495343,0.4847086520068842,0.325,0.456
AJS07842.1,0.6303380449415509,0.6773321091629424,0.741,0.688,0.5708354514005068,0.6284561191269982,0.667,0.63,0.6938983778368728,0.6879689070934429,0.8280000000000001,0.7575,0.4719286942511218,0.6007642883932076,0.46199999999999997,0.593,0.5665747668647845,0.6087964064579536,0.7965,0.556,0.44390585649483466,0.5611533227907148,0.46199999999999997,0.519
AJS07843.1,0.7703137908330558,0.7325949502312313,0.853,0.8145,0.5218473523934191,0.5710308467865063,0.5389999999999999,0.55,0.6847561578663073,0.6920999103986786,0.7875,0.7505000000000001,0.7969975544343847,0.7490532690287751,0.9105,0.8514999999999999,0.34495028444799597,0.4548253322491629,0.3235,0.4345,0.5677288758046137,0.5885434620002271,0.5865,0.566
AJS07844.1,0.9236454997054481,0.8112469617943334,1.0,0.963,0.6348434070745267,0.6321141912226624,0.6675,0.636,0.9238950922309282,0.8230874316484608,0.9550000000000001,0.9259999999999999,0.9367304661795657,0.8069954905306805,1.0,0.97,0.6814803321827979,0.6572039695471695,0.6895,0.6875,0.6153110144788748,0.6151700352574735,0.6585000000000001,0.596
AJS07845.1,0.6851656049415462,0.713832114679362,0.741,0.7395,0.39228868931642574,0.5279510556398531,0.3685,0.515,0.6744813419562896,0.7164972064585332,0.667,0.667,0.6052086351462338,0.6827395480110336,0.63,0.687,0.3632053778305562,0.5045911584306424,0.33299999999999996,0.488,0.33066968680331704,0.4940058677256717,0.308,0.48100000000000004
AJS07846.1,0.6839638595861864,0.68981186073592,0.7455,0.71,0.4705461595790875,0.5573207437917452,0.498,0.5305,0.6390412118182254,0.6615382739693793,0.7375,0.643,0.6330350440269381,0.6760802531232324,0.6725,0.7080000000000001,0.42239486841220214,0.5211838368191315,0.491,0.46699999999999997,0.38382343999053,0.5249863962683391,0.364,0.4965
AJS07847.1,0.4907616992027371,0.5999603714042577,0.486,0.593,0.4276764703408986,0.5521798947582979,0.429,0.529,0.5059927626090522,0.6149737839237326,0.556,0.593,0.4652924821535975,0.5857078375474902,0.4625,0.556,0.4645997032897516,0.5738147123260278,0.486,0.5429999999999999,0.40931761120761256,0.5379247842679055,0.3945,0.514
AJS07848.1,0.6554043340572212,0.6935235483283176,0.6915,0.7165,0.37616969199594374,0.4933831403208342,0.3635,0.4745,0.5451368766955564,0.623893432424337,0.553,0.6,0.6008691363417781,0.6905757105928217,0.593,0.741,0.27431068310084084,0.4244314049285553,0.26,0.41200000000000003,0.3954708516739502,0.4967346241267543,0.4,0.47150000000000003
AJS07849.1,0.3777315881130818,0.5305512958954535,0.362,0.5,0.3777315881130818,0.5305512958954535,0.362,0.5,0.3618117016314938,0.5108963541342978,0.33299999999999996,0.49050000000000005,0.3275756553804739,0.5070079460487502,0.313,0.5,0.3618117016314938,0.5108963541342978,0.33299999999999996,0.49050000000000005,0.3275756553804739,0.5070079460487502,0.313,0.5
AJS07850.1,0.8729459318725789,0.8506516997056133,0.973,0.9740000000000001,0.662024831537086,0.6809129293965582,0.82,0.746,0.8543582182456582,0.8541475710679267,1.0,0.9385,0.8279725314515934,0.8420152514227291,0.9570000000000001,0.9630000000000001,0.3911127768588541,0.550384993982976,0.4005,0.5185,0.6218803592841512,0.6778650279438212,0.788,0.7015
AJS07851.1,0.6280861630470435,0.6684735691557466,0.667,0.695,0.44994166274482633,0.5516244748358773,0.436,0.536,0.5512491458123601,0.6203619579311987,0.5505,0.608,0.7099240512164221,0.7126084217970523,0.7585,0.7555000000000001,0.39814363987380846,0.5148026465431338,0.388,0.4835,0.5045695652129021,0.5823062980501045,0.529,0.577
AJS07852.1,0.7532898361653607,0.7832254349316479,0.85,0.8660000000000001,0.49683845236527624,0.6278140504803045,0.502,0.633,0.8133352929813609,0.802246017602639,0.9,0.8975,0.744638334981719,0.7836508431030359,0.9,0.8660000000000001,0.5052675455717207,0.6262528990242427,0.508,0.6234999999999999,0.5132249942286286,0.645150256953396,0.508,0.667
AJS07853.1,0.6430451227124115,0.6883462404896876,0.696,0.7090000000000001,0.3840163192042348,0.501599621526643,0.392,0.48200000000000004,0.5317142790592697,0.6253299783746233,0.6,0.64,0.38631950371599105,0.5937602381933358,0.366,0.5800000000000001,0.31683855935360794,0.4666047254908082,0.301,0.45799999999999996,0.22580044571344213,0.45359697838464824,0.231,0.4425
AJS07854.1,0.8328646608371294,0.789388735819936,0.963,0.889,0.5232519559518674,0.5867667839982248,0.5615000000000001,0.593,0.7965790037535104,0.7661985293536996,0.9095,0.852,0.6939975177716989,0.739995245871028,0.736,0.757,0.4500005913431166,0.5524111410300799,0.433,0.5345,0.42470950037967276,0.5384735166850264,0.397,0.537
AJS07855.1,0.691098508404385,0.7235749684241941,0.778,0.741,0.46789239417451733,0.5761630165074318,0.5,0.557,0.6498916810377312,0.7019975220732052,0.667,0.68,0.6413381650096212,0.700179533769631,0.635,0.7085,0.4407682319279104,0.549785297478822,0.477,0.565,0.477876470092102,0.5744026221929336,0.496,0.55
AJS07856.1,0.6858796003099938,0.7013520956742131,0.7705,0.724,0.4742508852485988,0.552386113276412,0.4975,0.537,0.7764072792851052,0.7129016671852679,0.8079999999999999,0.7725,0.5355032959347968,0.6775117421123397,0.5589999999999999,0.6935,0.5138319473910785,0.5578572328455541,0.5465,0.585,0.3770217097679551,0.5307185491415325,0.3705,0.5235000000000001
AJS07857.1,0.5831733563164749,0.6522709921883494,0.667,0.667,0.3944450325210767,0.5116745040671127,0.425,0.494,0.5820006001874903,0.6464122798247449,0.6795,0.7040000000000001,0.520404798375224,0.6244067131722244,0.5,0.63,0.4721807809685272,0.5428853678212807,0.526,0.5469999999999999,0.3928022830322108,0.5358851693767129,0.38949999999999996,0.5055000000000001
AJS07858.1,0.5727261847579221,0.6293371266684797,0.5670000000000001,0.611,0.35057576177635347,0.5001052117065635,0.292,0.47200000000000003,0.5053025242568806,0.589177658787533,0.47950000000000004,0.5710000000000001,0.3858531786986672,0.5063360741423251,0.39649999999999996,0.476,0.3388485943124679,0.4611803651658424,0.2935,0.42100000000000004,0.19807176232192217,0.3802747733707655,0.201,0.363
AJS07859.1,0.7395096803854284,0.7219261952105829,0.843,0.792,0.5339829642688921,0.582815995315603,0.602,0.574,0.4325465679282537,0.5793674653878365,0.398,0.539,0.6346043342173109,0.6939937376167261,0.622,0.704,0.29965246192775297,0.45115781206599703,0.263,0.4275,0.4400447502857957,0.5348473458472257,0.43500000000000005,0.509
AJS07860.1,0.8882372861080993,0.8759513508960661,0.99,0.9795,0.6941976017497173,0.7173854229774733,0.838,0.7795000000000001,0.8678501810485058,0.8602462049205817,0.99,0.9790000000000001,0.9156232199952908,0.8907609311693634,0.98,0.961,0.6849844356172573,0.7116791205225109,0.8474999999999999,0.7825,0.6861175419729922,0.7150259020701898,0.8340000000000001,0.7404999999999999
AJS07861.1,0.5887349242870868,0.6612467080854054,0.667,0.663,0.39588820438109756,0.5157177438544646,0.3845,0.49150000000000005,0.6085916844261562,0.6503483766935427,0.6415,0.6595,0.5040702112106255,0.6457362723935277,0.537,0.63,0.42527306141704735,0.4901487572344857,0.3835,0.4455,0.33264359071506117,0.48446871433940075,0.3235,0.466
AJS07862.1,0.6594903214984886,0.6899919415370872,0.7150000000000001,0.7175,0.46651331437428734,0.555791234337076,0.499,0.5445,0.5847365898825769,0.6587931561643287,0.603,0.667,0.5539634102003256,0.6858986549070866,0.54,0.7004999999999999,0.42291640768163075,0.5251630755671942,0.4195,0.4895,0.3596608904451734,0.5409800271005655,0.3615,0.54
AJS07863.1,0.8290622073501627,0.760819392045792,0.9259999999999999,0.889,0.4651329608203653,0.5362881229084933,0.473,0.5145,0.9110648472659962,0.8031096097368585,1.0,0.963,0.7762976928995836,0.7409710973825783,0.8705,0.8145,0.5298525331168055,0.5688764988133839,0.5555000000000001,0.5554999999999999,0.37282774856414763,0.5085357275122832,0.40549999999999997,0.505
AJS07864.1,0.4229373554451626,0.5794099902672655,0.4,0.556,0.3598651240299262,0.5197152770291055,0.33299999999999996,0.5,0.552988368688737,0.6401233331653926,0.5710000000000001,0.6225,0.7683280473501781,0.7138878909061934,0.852,0.7879999999999999,0.4817169931417836,0.5980146696490076,0.5265,0.5710000000000001,0.6989866311512338,0.6729696399536912,0.7424999999999999,0.727
AJS07865.1,0.42206008034746634,0.5564707337104419,0.43700000000000006,0.532,0.2942962007843466,0.4559088953076318,0.28300000000000003,0.43,0.20512326752665047,0.4051985169947592,0.204,0.40650000000000003,0.3511422691185519,0.5288746181086048,0.3545,0.515,0.16304739891526876,0.33645813759588955,0.1605,0.3365,0.19785957681508048,0.4263204599277936,0.1835,0.4225
AJS07866.1,0.5334456617143888,0.6209375500830393,0.56,0.632,0.36609760659645874,0.5110619622103936,0.35700000000000004,0.49,0.5411450448432686,0.6355499763363771,0.646,0.603,0.660022892168533,0.689025735455368,0.6950000000000001,0.7190000000000001,0.34772944548134266,0.4750918677274682,0.35150000000000003,0.47250000000000003,0.5204106052227359,0.603373810751867,0.514,0.607
AJS07867.1,0.6934430737212873,0.7149589274513121,0.8,0.76,0.48249201305645606,0.563525366222081,0.47200000000000003,0.5329999999999999,0.4132334415199987,0.5643572547269146,0.42,0.56,0.5670129120070886,0.6652878719103291,0.583,0.649,0.24145246117557081,0.4148391281576558,0.2255,0.4035,0.3674135229060048,0.5168237392756191,0.38,0.496
AJS07868.1,0.573860571985118,0.6366778378444868,0.6234999999999999,0.645,0.42545609906388954,0.5221656169953682,0.4385,0.5,0.5562355483180358,0.6238935880976629,0.639,0.607,0.4910237660518219,0.5853933193149027,0.567,0.597,0.4194636332027103,0.5162058731993024,0.3855,0.49050000000000005,0.33901807043794924,0.4744874731617894,0.324,0.4395
AJS07869.1,0.6995636639398158,0.7721509189489685,0.74,0.8,0.4088216040379388,0.5436196887845473,0.40700000000000003,0.53,0.6830668947126212,0.7534003217635012,0.693,0.8,0.6923868173310944,0.7802753651278187,0.7190000000000001,0.8,0.388550279286221,0.5140754069441664,0.3965,0.514,0.44217688016379914,0.5765294591159671,0.42950000000000005,0.5680000000000001
AJS07870.1,0.6579241676099401,0.6896583586508319,0.7689999999999999,0.69,0.3891051577518147,0.5045844696167038,0.425,0.479,0.5311943029915934,0.6190655919066598,0.5465,0.609,0.3521191759741035,0.5449260850233781,0.34049999999999997,0.558,0.23130929604734776,0.4029682730772886,0.201,0.38299999999999995,0.2135700625335106,0.3961969061748503,0.191,0.38
AJS07871.1,0.6461118061957318,0.6833335013957418,0.69,0.69,0.44469596196439815,0.5428892384450674,0.4265,0.511,0.6639588386195792,0.6870426588476538,0.7070000000000001,0.6915,0.6341269916181522,0.6777086465183737,0.69,0.6725,0.4157859184579674,0.5291008421974585,0.374,0.491,0.4576517386586278,0.5479916092500187,0.4425,0.5215000000000001
AJS07872.1,0.772919715375964,0.7381715455612147,0.888,0.7929999999999999,0.6885054290286565,0.6625467744278363,0.7805,0.6970000000000001,0.6169341229956178,0.6597508451029523,0.6905000000000001,0.6839999999999999,0.885548406098616,0.7781715643737688,0.9339999999999999,0.9005000000000001,0.524327110655797,0.582134416921157,0.583,0.5589999999999999,0.737543918703374,0.6724593496712197,0.7330000000000001,0.7375
AJS07874.1,0.6053038213356084,0.6647776367135144,0.631,0.667,0.4303398065618544,0.5344124141939331,0.4385,0.5095000000000001,0.5738210748011577,0.6473182939155911,0.6065,0.6315,0.6513601292439185,0.6686282414300591,0.6925,0.682,0.3744025063293525,0.5089282810760394,0.4265,0.4895,0.42803821141128096,0.5189338546539589,0.4425,0.49200000000000005
AJS07875.1,0.44125637274491397,0.5684392863229915,0.41700000000000004,0.542,0.42777589856902254,0.5572204198008794,0.4,0.52,0.41923319581397017,0.5581074168804601,0.383,0.542,0.4649619524105199,0.5803254337131057,0.4585,0.542,0.4056106812036232,0.5461336809061353,0.375,0.52,0.4517585365416786,0.5699532441361569,0.44,0.52
AJS07876.1,0.8063555802513704,0.7672617040738192,0.885,0.84,0.632234189542529,0.6479345639122183,0.72,0.667,0.8759344469011415,0.8021615711111411,0.937,0.853,0.7403631637349021,0.733030552769406,0.8205,0.796,0.699243446221752,0.6620700611536694,0.748,0.6990000000000001,0.574635936224891,0.6090034118725466,0.594,0.5860000000000001
AJS07877.1,0.7223018985189326,0.7252468876098368,0.77,0.767,0.5325158185124633,0.5887407712566832,0.556,0.581,0.682328043282885,0.7149059619212893,0.716,0.741,0.7445712714442168,0.7516163516270861,0.8605,0.815,0.46957406807911445,0.5575239582962279,0.5,0.5255000000000001,0.5567538572953372,0.6143820289151205,0.5885,0.6325000000000001
AJS07878.1,0.7392854175170287,0.7760378173197582,0.821,0.821,0.44670611403059296,0.5874512397470089,0.4445,0.5725,0.7251231952455565,0.7733731065532268,0.893,0.857,0.7464399603375842,0.7751634150515373,0.8089999999999999,0.821,0.4330698971361624,0.5808774611424592,0.44199999999999995,0.571,0.4657483116279596,0.5943272620733652,0.45599999999999996,0.5825
AJS07879.1,0.8878037964119079,0.7734558821407702,0.963,0.9259999999999999,0.7385406682521213,0.6659118077705349,0.8370000000000001,0.721,0.9519696673046695,0.7881129323180858,1.0,1.0,0.8212096908675917,0.7354074625873043,0.889,0.852,0.8456953614349988,0.700089289075574,0.906,0.848,0.6755643246529982,0.6397757023390059,0.768,0.7150000000000001
AJS07880.1,0.7907079703106802,0.7599144356004595,0.9259999999999999,0.8405,0.45334222185594053,0.5563275832675803,0.5005,0.5425,0.5691640254123488,0.677416477091538,0.5645,0.666,0.8887344153415514,0.8201081743946215,0.963,0.963,0.2225785583203294,0.42500992031410606,0.1975,0.39449999999999996,0.6007551503080162,0.6278414966167545,0.591,0.656
AJS07881.1,0.46737696888113966,0.6004660377677139,0.47350000000000003,0.593,0.27308535719098836,0.44117234178027215,0.26,0.415,0.51933534926781,0.6145567751344313,0.556,0.593,0.51922338309704,0.6258755986045352,0.6065,0.6405,0.2968953892948647,0.4470232757968958,0.303,0.40399999999999997,0.30170069626133433,0.47280894414392505,0.3005,0.44
AJS07882.1,0.46088006919625724,0.575876804755009,0.452,0.5479999999999999,0.3760547462346375,0.5193321894894823,0.358,0.5,0.3912158317025287,0.5225236211473381,0.39649999999999996,0.5,0.31859973695441685,0.5056161676388885,0.294,0.4955,0.31672186535592506,0.47297010494496367,0.28350000000000003,0.439,0.23939256355571217,0.4394426089606601,0.21899999999999997,0.4195
AJS07883.1,0.9285052193654233,0.9070572221773793,1.0,1.0,0.6513864176992762,0.6924582682673682,0.756,0.74,0.9542885060256028,0.9113858950477919,1.0,0.994,0.7699148066778344,0.8329186042430043,0.853,0.919,0.5979374651338804,0.6548254734459253,0.5814999999999999,0.6910000000000001,0.4105793184177877,0.5807405801308644,0.36250000000000004,0.583
AJS07884.1,0.7687988484715758,0.750303895028282,0.8185,0.787,0.4715040835486295,0.5562820375355856,0.43900000000000006,0.5529999999999999,0.7728502723159761,0.7376773332419764,0.7989999999999999,0.778,0.7574027267474807,0.7622025769754591,0.8360000000000001,0.815,0.5362609339213567,0.567924700174813,0.542,0.595,0.4444481283194981,0.5569902826430165,0.4075,0.5529999999999999
AJS07885.1,0.6457138524775473,0.6830786641362602,0.7020000000000001,0.715,0.42903823954714215,0.5308895851166123,0.485,0.516,0.6101902913085243,0.6728206343868526,0.6685,0.7204999999999999,0.5973117943584223,0.6632168855332757,0.625,0.6705,0.3480627702136638,0.4895858656403483,0.40700000000000003,0.455,0.40979067726955354,0.5287733534226339,0.45699999999999996,0.534
AJS07886.1,0.5525625855528122,0.6234922366941784,0.625,0.625,0.488835307876066,0.5580802096661495,0.551,0.545,0.3158638317740819,0.48006043131531273,0.28900000000000003,0.464,0.4176641299012735,0.5398132768450071,0.4135,0.5185,0.28684142333256174,0.4329379462017132,0.27,0.40700000000000003,0.3720492753483917,0.4682502811763723,0.378,0.4475
AJS07887.1,0.8630079408837966,0.791668746077668,0.9309999999999999,0.9059999999999999,0.6326353156404618,0.6394588611638243,0.7095,0.659,0.8289309166470155,0.7877307902906462,0.897,0.897,0.8489354319477941,0.7977715532172456,0.9265,0.898,0.5549061256413218,0.6101032040643034,0.5654999999999999,0.5835,0.6049820536257017,0.6229637657643543,0.657,0.603
AJS07888.1,0.7596425902815397,0.7456825346303885,0.852,0.815,0.47711884097555857,0.548203122427744,0.49,0.519,0.5822940575707786,0.6544755872241538,0.619,0.667,0.8169099021842893,0.7784873187669529,0.899,0.857,0.24846891725644699,0.4110589558706367,0.23049999999999998,0.4,0.5564533059876124,0.6037243040346478,0.555,0.582
AJS07889.1,0.45432596526749924,0.5797053093111224,0.452,0.5589999999999999,0.34145085664272923,0.49277506477475064,0.33299999999999996,0.467,0.5300938166732961,0.5598204539333066,0.53,0.525,0.6104450433051076,0.6428981233477388,0.612,0.6225,0.39334752907237513,0.4696038783501522,0.379,0.4475,0.45741371854719587,0.5549437180593264,0.483,0.56
AJS07890.1,0.432563006227258,0.5558309036341731,0.423,0.5379999999999999,0.41801917026607427,0.5427407058479056,0.40700000000000003,0.519,0.35469812275727663,0.5211770897938409,0.348,0.5,0.5011610039418877,0.5860660219760764,0.525,0.585,0.33751390148508437,0.5035747631744016,0.33299999999999996,0.48100000000000004,0.49189780830957835,0.5785324976389956,0.47850000000000004,0.5775
AJS07891.1,0.6543977506694689,0.6796047412833991,0.7040000000000001,0.7040000000000001,0.36547404969141567,0.4739566417503619,0.3645,0.435,0.6720433414707147,0.6953399585016061,0.7255,0.732,0.6054518672050403,0.679399403905644,0.667,0.69,0.3837170591300813,0.4917891620450834,0.38849999999999996,0.49350000000000005,0.2563082437915192,0.4071094736617621,0.2445,0.3815
AJS07892.1,0.5543295864310402,0.6382182086489346,0.583,0.63,0.3253797457465147,0.4726307499492602,0.32799999999999996,0.43799999999999994,0.290731667503017,0.4898713104837277,0.28600000000000003,0.474,0.5495671805697523,0.634768056425092,0.526,0.625,0.14945841101303142,0.3499403978361499,0.149,0.35150000000000003,0.2624344725313036,0.43805998461782875,0.2655,0.4135
AJS07893.1,0.5119427504485602,0.5810592067695669,0.537,0.568,0.4024519602880356,0.5023480873636351,0.428,0.46799999999999997,0.40560512737899607,0.5023678836285284,0.36850000000000005,0.482,0.5387916841100987,0.6198817402637956,0.5894999999999999,0.615,0.3386273449683576,0.44514247310798755,0.29500000000000004,0.40549999999999997,0.4995824261712917,0.5605378437757654,0.521,0.5655
AJS07894.1,0.6534257192005806,0.6918939947510521,0.737,0.7120000000000001,0.3584027523036539,0.49282482032043745,0.331,0.456,0.4234271492508002,0.5968329309586539,0.4035,0.5740000000000001,0.5731829528902783,0.6595918854743423,0.5445,0.667,0.1852978027823154,0.3866050991404442,0.182,0.383,0.4275894637930024,0.536231964965736,0.40399999999999997,0.5185
AJS07895.1,0.6049988861682006,0.683206628327236,0.65,0.7,0.4185032056205613,0.5233856437863681,0.451,0.502,0.6695228452209244,0.7046737079840214,0.677,0.75,0.4050955430291486,0.6202911440498715,0.3715,0.5965,0.4802004828745252,0.5456808341810063,0.525,0.532,0.22954771912503524,0.43868537385596634,0.198,0.4255
AJS07896.1,0.4600511256773792,0.6094125171192666,0.43,0.594,0.3387161841309426,0.5089263195561287,0.314,0.486,0.3488842257339984,0.535377615727024,0.354,0.518,0.6484947116678816,0.710198343174831,0.7634999999999998,0.7515000000000001,0.2818725648906025,0.4619654460637762,0.273,0.45899999999999996,0.45414374085152687,0.5826676346637595,0.5105,0.5794999999999999
AJS07897.1,0.8636605410068191,0.7874506258748735,0.9835,0.8975,0.7128101744200416,0.6798078164090666,0.8535,0.729,0.7244882211418847,0.6922915081115647,0.7845,0.7255,0.8124766290288461,0.7703929734705495,0.9555,0.8135,0.4520372098573574,0.5227499643826232,0.4625,0.5095000000000001,0.5757599303387717,0.6307647789993324,0.606,0.6495
AJS07898.1,0.672352467786768,0.6876921907580082,0.7404999999999999,0.74,0.5401112033163628,0.580546742124805,0.583,0.5965,0.6214000978381133,0.6690108309044182,0.6645000000000001,0.7065000000000001,0.6860598188057438,0.6960369914505062,0.7295,0.752,0.526359459799467,0.577241367694276,0.582,0.6174999999999999,0.545629682063666,0.5848212754651476,0.5934999999999999,0.6045
AJS07899.1,0.5991697631355272,0.655032668732535,0.655,0.667,0.39001746339703,0.5014088678543666,0.3905,0.47650000000000003,0.6958111265022299,0.7006522433156437,0.7989999999999999,0.742,0.6025436213497206,0.6453337322690889,0.625,0.672,0.4652633161797997,0.5545917980147405,0.44849999999999995,0.5589999999999999,0.39947495250568765,0.49544148619263634,0.41100000000000003,0.47550000000000003
AJS07900.1,0.7179236177467166,0.7409493676901567,0.826,0.772,0.4095125251085705,0.5433018501187623,0.424,0.524,0.7751518448253435,0.7584983915453334,0.874,0.7829999999999999,0.6760031675939017,0.7395537465891238,0.7905,0.7545,0.45180192268051556,0.5764347307598326,0.45349999999999996,0.5734999999999999,0.36538488621254483,0.5206733056781052,0.357,0.4925
AJS07901.1,0.6091967331436906,0.6744302881670233,0.654,0.6920000000000001,0.36637160093752974,0.5101011203543815,0.37,0.488,0.6616377538761997,0.7013300046277214,0.7255,0.75,0.4756277727060291,0.6172453851483932,0.4345,0.615,0.2937754042912829,0.45320412088659306,0.264,0.4335,0.3205542474639519,0.4938562162361438,0.3185,0.47850000000000004
AJS07902.1,0.5480860120837256,0.643624708956111,0.5,0.667,0.5480860120837256,0.643624708956111,0.5,0.667,0.6256135969455026,0.6744116525946199,0.667,0.667,0.4643140656920644,0.6027493087590675,0.5,0.6,0.6256135969455026,0.6744116525946199,0.667,0.667,0.4643140656920644,0.6027493087590675,0.5,0.6
AJS07903.1,0.43197044367832343,0.5527209787479348,0.40700000000000003,0.519,0.4093255458801796,0.5306006820132197,0.375,0.5,0.500920208930016,0.6030615464628639,0.5,0.5710000000000001,0.3817490574017873,0.5100574454727289,0.369,0.5,0.4887273709367959,0.5910370176672101,0.482,0.5655000000000001,0.35540779471831746,0.48143911361886954,0.33299999999999996,0.46399999999999997
AJS07904.1,0.7826136391808244,0.828962865640975,1.0,1.0,0.7657453374050123,0.8099116407396306,1.0,1.0,0.8136750785943174,0.8286941024341783,1.0,1.0,0.7801881764106016,0.8479319962887283,1.0,1.0,0.8010698775896221,0.8235910172675731,1.0,1.0,0.7269862586601553,0.8197939983902716,1.0,1.0
AJS07905.1,0.3789362548359448,0.5286585534456111,0.351,0.5,0.3482145607310335,0.5031035323827713,0.31,0.477,0.32657342169971826,0.49758418653688585,0.29800000000000004,0.4675,0.48336270078799765,0.5843422796082344,0.5770000000000001,0.5655000000000001,0.2963694295637268,0.47577829234196956,0.2695,0.44799999999999995,0.46876806346517,0.569503627579389,0.5655000000000001,0.56
AJS07906.1,0.7904318021384749,0.7725818189988546,0.95,0.875,0.4893670890884545,0.564763459209558,0.5429999999999999,0.5489999999999999,0.6197704134294939,0.6739333601421941,0.6485000000000001,0.6829999999999999,0.7509575590324127,0.7630387062129648,0.815,0.8275,0.30408100358716333,0.45501152943248524,0.285,0.44,0.38777972541061806,0.5328260284651083,0.365,0.542
AJS07908.1,0.647962856713819,0.6664734405189174,0.7180000000000001,0.6859999999999999,0.3796594152769736,0.4816968764946096,0.3695,0.4545,0.7941811059998494,0.7437345059614512,0.865,0.851,0.6328916863229426,0.6439255760748159,0.6225,0.6809999999999999,0.5563357441850123,0.5837685464891947,0.5429999999999999,0.5720000000000001,0.28011843663277963,0.3974120878431015,0.28200000000000003,0.38949999999999996
AJS07909.1,0.6345332022286988,0.6882032082043543,0.7545,0.6950000000000001,0.4597254302302965,0.5634579058890143,0.45849999999999996,0.545,0.7669697146301372,0.7442762919477006,0.8714999999999999,0.8055,0.41564219296202176,0.5810149462632673,0.39549999999999996,0.5529999999999999,0.600024289123757,0.6102808079535433,0.6759999999999999,0.637,0.2759214002020854,0.4630017768171373,0.261,0.45499999999999996
AJS07910.1,0.833490219818645,0.8026794988063952,0.922,0.871,0.5801232710677766,0.6285272196315195,0.625,0.633,0.6826052269636635,0.71519068787539,0.733,0.736,0.8391628916375191,0.800978453098978,0.889,0.852,0.39374839508684534,0.4863717612796607,0.34650000000000003,0.467,0.5475309619741409,0.6225191367073932,0.534,0.6074999999999999
AJS07911.1,0.7278213849628675,0.7170374867711858,0.8059999999999999,0.762,0.5091467304245464,0.5741056310391803,0.529,0.5710000000000001,0.8223919176034235,0.7562769953281585,0.87,0.855,0.8535565113743019,0.7816297139870683,0.927,0.871,0.5338192540200202,0.5786421449755538,0.5385,0.5645,0.5622724554531401,0.6218408797957555,0.567,0.609
AJS07912.1,0.7261986864427982,0.7141962667366828,0.852,0.751,0.38140978169549855,0.5062341988370987,0.399,0.48150000000000004,0.8103549642674299,0.7467700972187679,0.929,0.815,0.7422399966652666,0.7273524680962267,0.852,0.804,0.4756911187743144,0.5635020804534694,0.5085,0.545,0.3743880090887266,0.4950548707223985,0.39649999999999996,0.479
AJS07913.1,0.5740952856296173,0.643604678438204,0.667,0.667,0.33122944607293203,0.48379940765760837,0.315,0.457,0.6484512414085265,0.6614166421060347,0.7040000000000001,0.6535,0.5156833384670011,0.6149535188210495,0.5575,0.6014999999999999,0.37432931813301706,0.487422035623369,0.349,0.452,0.293189470443505,0.4632192561257496,0.289,0.4275
AJS07914.1,0.7094699713503417,0.7141156225132079,0.759,0.741,0.5069020810160016,0.5748274107353459,0.522,0.569,0.6401925221097317,0.6884718112368204,0.667,0.7040000000000001,0.6696411953216216,0.693931615240829,0.643,0.702,0.4549016642649574,0.5620387509407089,0.4455,0.53,0.48106617735905804,0.5457754546656356,0.45999999999999996,0.5415000000000001
AJS07915.1,0.4158432972566332,0.5712667576815924,0.377,0.545,0.27646842526328386,0.44397337177250346,0.237,0.41700000000000004,0.6556814737381764,0.6977171772747981,0.727,0.727,0.4212932143303102,0.5632243240638208,0.5,0.5,0.5337270310856106,0.5843796804038742,0.5745,0.5475,0.2319828367943694,0.3974142006811018,0.19699999999999998,0.377
AJS07916.1,0.5297333507806341,0.6299359936377456,0.5379999999999999,0.619,0.4774378610986511,,0.48,,0.3898617914722984,0.563696814260344,0.4,0.5435000000000001,0.3672723969703171,0.5572997973111488,0.302,0.524,0.3327118936237677,0.48719936424337773,0.316,0.477,0.29836961489564073,0.48323272115577426,0.2565,0.462
AJS07917.1,0.4971274111287997,0.6038243974403876,0.519,0.581,0.4714372787196578,0.5822118094157996,0.5,0.5670000000000001,0.49161687643551044,0.6258004199925022,0.5095000000000001,0.5965,0.43941524030617235,0.5684399737073526,0.5,0.556,0.470727779125298,0.6067213476430401,0.5,0.5670000000000001,0.4037735909212799,0.5374426286410539,0.45,0.5329999999999999
