ORF,Mean_length,Max_length,Num_of_shifted_ORF,Mean_length_30,Max_length_30,Num_of_shifted_ORF_30,Mean_length_200,Max_length_200,Num_of_shifted_ORF_200
YER024W,241.622950819672,2262,61,0,0,0,41.6666666666667,84,9
YER025W,250.615384615385,984,26,0,0,0,43.5,120,6
YER026C,215.4,606,20,54,54,1,36.375,57,8
YER027C,271.35,1218,40,15,15,1,75,141,14
YER028C,128.428571428571,501,21,6,6,1,48,153,8
YER029C,202.8,489,5,0,0,0,0,0,0
YER030W,68.1,249,10,0,0,0,0,0,0
YER031C,120.6,555,10,33,33,1,84,135,5
YER032W,327.321428571429,2568,56,9,9,1,50.1818181818182,165,11
YER033C,192.221052631579,3084,95,0,0,0,90,138,4
YER034W,55.875,201,8,15,15,1,0,0,0
YER035W,181.8,363,5,0,0,0,0,0,0
YER036C,384.090909090909,1674,33,0,0,0,37,63,6
YER037W,106.058823529412,747,17,0,0,0,29.5714285714286,60,7
YER038C,146.777777777778,759,27,57,57,1,52.2,63,5
YER038W-A,129,222,4,0,0,0,0,0,0
YER039C,352,624,12,0,0,0,48,48,2
YER039C-A,82,132,6,72,72,1,0,0,0
YER040W,547.147058823529,2007,34,0,0,0,63,87,6
YER041W,330,1920,41,69,69,1,42.6,81,10
YER042W,66.4615384615385,462,13,24,24,1,0,0,0
YER043C,405.913043478261,1263,23,0,0,0,55.2,123,5
YER044C,133,396,9,0,0,0,0,0,0
YER044C-A,116.25,1203,16,0,0,0,17.5,36,6
YER045C,233,1266,30,0,0,0,126,297,4
YER046W,60,168,6,0,0,0,0,0,0
YER046W-A,64.8,108,5,30,30,1,0,0,0
YER047C,419.4,2394,55,0,0,0,38.6666666666667,99,9
YER048C,305.555555555556,1086,27,0,0,0,72.2727272727273,132,11
YER048W-A,91.5,147,4,0,0,0,0,0,0
YER049W,206.675675675676,1851,37,0,0,0,54.375,123,8
YER050C,129,324,6,0,0,0,0,0,0
YER051W,208.8,1104,35,0,0,0,36,60,9
YER052C,177.72972972973,1578,37,0,0,0,26.7,69,10
YER053C,172.25,564,24,18,18,1,44.1,120,10
YER053C-A,39,39,1,0,0,0,0,0,0
YER054C,204.486486486486,1437,37,12,12,1,32.6666666666667,69,9
YER055C,97.7142857142857,462,14,0,0,0,21.6,39,5
YER056C,334.342105263158,1326,38,42,42,1,42,75,7
YER056C-A,16.5,18,2,0,0,0,0,0,0
YER057C,73.5,321,6,9,9,1,0,0,0
YER058W,88.5,240,6,0,0,0,0,0,0
YER059W,204.964285714286,1044,28,0,0,0,60.4285714285714,132,7
YER060W,351.264705882353,1569,34,0,0,0,25,75,9
YER060W-A,334.75,1575,36,18,18,1,40.2,99,10
YER061C,149.1,837,30,0,0,0,36.375,81,8
YER062C,68.1428571428571,393,14,0,0,0,43.0909090909091,102,11
YER063W,57.6,105,5,0,0,0,64,105,3
YER064C,172.565217391304,1107,23,0,0,0,29.5,42,6
YER065C,318,1485,44,0,0,0,62.5714285714286,159,7
YER066C-A,73.875,279,8,0,0,0,0,0,0
YER066W,130.5,468,10,60,60,1,0,0,0
YER067C-A,154.125,294,8,0,0,0,0,0,0
YER067W,38,69,9,15,15,1,0,0,0
YER068C-A,76.2,198,10,0,0,0,0,0,0
YER068W,321,1761,29,0,0,0,54.4285714285714,129,7
YER069W,248.872340425532,2100,47,0,0,0,27.8571428571429,45,7
YER070W,555.775862068965,2469,58,9,9,1,39.375,66,8
YER071C,80.5714285714286,375,7,42,42,1,0,0,0
YER072W,132,267,6,0,0,0,0,0,0
YER073W,230.5,1329,24,0,0,0,58,84,6
YER074W,27,33,2,0,0,0,0,0,0
YER074W-A,47,63,3,18,18,1,0,0,0
YER075C,474.590163934426,2673,61,0,0,0,48.6666666666667,99,9
YER076C,130.5,786,18,28,48,3,36.25,99,12
YER076W-A,111.428571428571,297,7,0,0,0,0,0,0
YER077C,374.742857142857,1956,35,0,0,0,18,30,5
YER078C,265.1,1503,30,0,0,0,54.75,117,8
YER078W-A,21,21,1,0,0,0,0,0,0
YER079C-A,117.75,327,4,0,0,0,0,0,0
YER079W,153.5625,516,16,0,0,0,75,156,11
YER080W,251.928571428571,1587,42,0,0,0,60.6,114,10
YER081W,306.51724137931,1362,29,0,0,0,36.6,72,5
YER082C,323.423076923077,1257,26,0,0,0,33.4285714285714,54,7
YER083C,242.625,600,8,0,0,0,36,57,2
YER084W,186,342,3,0,0,0,0,0,0
YER084W-A,151.8,381,5,6,6,1,0,0,0
YER085C,43.5,228,10,15,15,1,0,0,0
YER086W,265.935483870968,1386,31,24,24,1,30.3333333333333,63,9
YER087C-A,145.5,465,14,48,48,1,0,0,0
YER087C-B,18,18,1,0,0,0,0,0,0
YER087W,283.408163265306,1530,49,51,51,1,33,57,10
YER088C,397.184210526316,1965,38,0,0,0,30,42,3
YER088C-A,157,297,3,0,0,0,0,0,0
YER088W-B,45,45,1,0,0,0,0,0,0
YER089C,323,1311,24,0,0,0,22.2857142857143,57,7
YER090C-A,0,0,0,0,0,0,0,0,0
YER090W,198,1443,29,18,18,1,33,87,8
YER091C,324.2,2016,30,0,0,0,122.25,246,4
YER091C-A,17.4,45,5,0,0,0,0,0,0
YER092W,34.125,63,8,0,0,0,0,0,0
YER093C,833.931034482759,4026,87,0,0,0,69,69,1
YER093C-A,145.5,369,8,24,24,1,0,0,0
YER094C,146,576,9,0,0,0,25.2,42,5
YER095W,261.642857142857,1140,28,0,0,0,53,129,6
YER096W,189.771428571429,1533,35,0,0,0,54.75,114,8
YER097W,153.75,297,4,9,9,1,0,0,0
YER098W,321,2001,52,18,18,1,82.3636363636364,183,11
YER099C,181.058823529412,744,17,0,0,0,54.4285714285714,90,7
YER100W,170.8125,705,16,0,0,0,27.6,54,5
YER101C,168.794117647059,1248,34,0,0,0,26.7,60,10
YER102W,70.8,255,5,0,0,0,70.8,255,5
YER103W,240.103448275862,1755,29,27,27,1,28.6666666666667,69,9
YER104W,181.285714285714,456,14,0,0,0,45.6,78,5
YER105C,307.56338028169,3690,71,0,0,0,31.2,48,5
YER106W,116.076923076923,492,13,0,0,0,60,120,9
YER107C,200.485714285714,1044,35,0,0,0,71.7272727272727,225,11
YER107W-A,84.4285714285714,261,7,0,0,0,0,0,0
YER109C,466.142857142857,1785,42,0,0,0,138,366,8
YER110C,373.142857142857,2658,63,0,0,0,43.7142857142857,93,7
YER111C,656.238805970149,3102,67,9,9,1,45,84,7
YER112W,159.857142857143,522,7,27,27,1,0,0,0
YER113C,418.775510204082,2085,49,0,0,0,38,78,9
YER114C,557.571428571429,2985,56,0,0,0,59.6666666666667,180,9
YER115C,93.5454545454545,414,11,57,57,1,0,0,0
YER116C,135.15,516,20,0,0,0,89,150,9
YER117W,192.5,348,6,0,0,0,0,0,0
YER118C,207.84,1056,25,0,0,0,58.5,126,6
YER119C,492.652173913043,1278,23,0,0,0,12,18,4
YER119C-A,63.75,99,4,0,0,0,0,0,0
YER120W,58.7142857142857,75,7,0,0,0,64,75,3
YER121W,81.75,285,12,0,0,0,0,0,0
YER122C,261.827586206897,1407,29,57,57,1,36,105,6
YER123W,341.225806451613,1422,31,9,9,1,27,63,6
YER124C,284.285714285714,1626,42,0,0,0,31,57,3
YER125W,248.6,2058,45,0,0,0,49.7142857142857,78,7
YER126C,201,606,12,15,15,1,88,183,6
YER127W,231,873,21,12,12,1,31,87,9
YER128W,165.333333333333,570,9,22.5,30,2,64.5,204,6
YER129W,528.89552238806,3288,67,24,24,1,24.4285714285714,69,7
YER130C,115.32,927,25,27,27,1,22.0909090909091,45,11
YER131W,127.5,246,2,9,9,1,0,0,0
YER132C,769.348314606742,4854,89,0,0,0,39,132,8
YER133W,103.730769230769,429,26,0,0,0,66.9230769230769,168,13
YER133W-A,192,318,6,9,12,2,0,0,0
YER134C,58.9090909090909,327,11,0,0,0,0,0,0
YER135C,88.8,303,5,24,24,1,0,0,0
YER136W,239.9,1089,30,0,0,0,33.75,84,12
YER137C,131.181818181818,393,11,13.5,18,2,0,0,0
YER137C-A,338.464285714286,1056,28,0,0,0,36.6,66,5
YER137W-A,106.714285714286,279,7,15,15,1,0,0,0
YER138C,756.504672897196,5001,107,0,0,0,36.6,66,5
YER138W-A,12,12,1,12,12,1,0,0,0
YER139C,145.615384615385,615,13,18,18,1,36,141,10
YER140W,483.65625,1443,32,0,0,0,32.5,72,6
YER141W,331.5,1077,26,0,0,0,36,72,4
YER142C,110.625,756,24,10.5,12,2,24.9,87,10
YER143W,359.75,1221,24,0,0,0,30.8571428571429,78,7
YER144C,392.5,2238,48,0,0,0,47.5384615384615,114,13
YER145C,418.772727272727,936,22,0,0,0,31.5,36,2
YER145C-A,169.5,234,2,0,0,0,0,0,0
YER146W,54.75,90,4,0,0,0,0,0,0
YER147C,439.108695652174,1746,46,0,0,0,27.75,51,8
YER147C-A,154.714285714286,408,7,6,6,1,0,0,0
YER148W,114.461538461538,414,13,15,15,1,63.3333333333333,129,9
YER148W-A,187.5,564,6,0,0,0,0,0,0
YER149C,206.1,918,20,0,0,0,15.8571428571429,33,7
YER150W,96.75,411,8,0,0,0,0,0,0
YER151C,522.308823529412,2733,68,0,0,0,34.8,66,5
YER152C,272.192307692308,1044,26,0,0,0,33,60,4
YER152W-A,115.2,387,10,0,0,0,0,0,0
YER153C,232.695652173913,690,23,24,24,1,36,123,9
YER154W,239.857142857143,783,21,0,0,0,43.2857142857143,66,7
YER155C,982.443609022556,6336,133,0,0,0,72.6,123,5
YER156C,222.352941176471,981,17,0,0,0,60.4285714285714,144,7
YER157W,201.209302325581,1920,43,0,0,0,30,60,4
YER158C,638.8,1503,30,48,51,2,87,162,6
YER158W-A,0,0,0,0,0,0,0,0,0
YER159C,133,336,6,28.5,36,2,0,0,0
YER159C-A,347.464285714286,1056,28,0,0,0,64.2,144,5
YER160C,785.971153846154,5001,104,0,0,0,64.2,144,5
YER161C,131.142857142857,630,28,0,0,0,51.8571428571429,81,7
YER162C,325,1833,60,33,33,1,34.0714285714286,78,14
YER163C,36.5454545454545,81,11,27,27,1,23.1428571428571,48,7
YER164W,723.927835051546,4251,97,9,9,1,48.8,111,15
YER165C-A,116.142857142857,228,7,6,6,1,0,0,0
YER165W,236.857142857143,1401,42,0,0,0,58.0909090909091,135,11
YER166W,709.833333333333,4680,108,0,0,0,116.833333333333,285,18
YER167W,767.615384615385,2373,39,0,0,0,33,57,4
YER168C,306.727272727273,1614,33,0,0,0,33,114,5
YER169W,527.475,2277,40,0,0,0,39.6,72,5
YER170W,73.5,387,8,0,0,0,31.5,66,6
YER171W,488.4,2265,55,0,0,0,28.5,87,6
YER172C,775.09756097561,6429,164,41,72,3,37.1538461538462,72,13
YER172C-A,133.5,309,6,18,18,1,0,0,0
YER173W,369.810810810811,1698,37,15,15,1,54.6,150,5
YER174C,104,618,15,0,0,0,34.9090909090909,87,11
YER175C,223.166666666667,819,18,0,0,0,44.625,117,8
YER175W-A,73.5,87,2,0,0,0,0,0,0
YER176W,432.865384615385,3318,52,16.5,18,2,70.6363636363636,174,11
YER177W,260.333333333333,735,9,24,24,1,28.5,33,2
YER178W,442.285714285714,1167,28,0,0,0,72.8571428571429,219,7
YER179W,205.833333333333,672,18,0,0,0,29.5714285714286,54,7
YER180C,64.8461538461538,225,13,65,75,3,49.125,81,8
YER180C-A,73.8,159,5,0,0,0,0,0,0
YER181C,74,132,3,0,0,0,0,0,0
YER182W,131.769230769231,591,13,0,0,0,52.6666666666667,99,9
YER183C,160.6,489,15,0,0,0,61.2857142857143,129,7
YER184C,373.176470588235,1923,51,9,9,1,27,69,9
YER185W,172.714285714286,825,21,0,0,0,29.4,45,5
YER186C,100.95,798,20,21,21,1,30.6666666666667,99,9
YER187W,172.5,312,6,0,0,0,0,0,0
YER188C-A,117,255,3,0,0,0,0,0,0
YER188W,186.45,717,20,0,0,0,61,153,9
YER189W,110,177,3,0,0,0,0,0,0
YER190C-A,137,216,3,0,0,0,0,0,0
YER190C-B,136.8,480,5,18,18,1,0,0,0
YER190W,1025.81443298969,4881,97,0,0,0,27.3333333333333,72,9
YFL001W,266.423076923077,1296,26,0,0,0,42,84,6
YFL002C,436.333333333333,1749,36,9,9,1,17.3333333333333,27,9
YFL002W-A,655.53982300885,5046,113,0,0,0,42,66,5
YFL002W-B,320.25,1050,24,0,0,0,42,66,5
YFL003C,547.5,2412,58,0,0,0,22,33,3
YFL004W,266.170212765957,2262,47,31.5,51,2,42.75,102,8
YFL005W,111.428571428571,588,14,21,27,2,33,72,11
YFL007W,996.9,6207,150,54,57,2,34.2,57,10
YFL008W,546.813559322034,3555,59,0,0,0,47,81,6
YFL009W,324.214285714286,1968,42,0,0,0,50.4,105,10
YFL010C,128.4,291,10,21,30,3,67.5,255,6
YFL010W-A,179.25,255,4,0,0,0,0,0,0
YFL011W,410.470588235294,1494,34,15,15,1,19.2,24,5
YFL012W,61,354,9,0,0,0,0,0,0
YFL012W-A,38.25,78,4,0,0,0,0,0,0
YFL013C,320.414634146341,1995,41,0,0,0,61.125,111,8
YFL013W-A,281.785714285714,786,14,57,57,1,49.8,105,5
YFL014W,87,87,1,0,0,0,0,0,0
YFL015C,64.8,165,5,0,0,0,0,0,0
YFL015W-A,57.6,141,5,0,0,0,0,0,0
YFL016C,310,960,21,0,0,0,126,147,2
YFL017C,115.636363636364,447,11,15,15,1,0,0,0
YFL017W-A,71,204,6,0,0,0,0,0,0
YFL018C,212.318181818182,1245,22,7.5,9,2,25.125,42,8
YFL019C,57,57,1,0,0,0,0,0,0
YFL020C,89,129,3,0,0,0,0,0,0
YFL021C-A,234.176470588235,723,17,18,18,1,70.8,132,5
YFL021W,358.565217391304,1416,23,0,0,0,105,165,2
YFL022C,269.076923076923,1242,26,0,0,0,31.875,75,8
YFL023W,332.084745762712,2229,59,0,0,0,44.3333333333333,72,9
YFL024C,360.829787234043,2172,47,0,0,0,55.8,126,10
YFL025C,611.224137931035,2967,58,0,0,0,76.2,132,5
YFL026W,311.777777777778,1137,27,18,18,1,48,126,8
YFL027C,297.321428571429,1014,28,0,0,0,46.125,87,8
YFL028C,130.090909090909,639,22,0,0,0,38.7272727272727,57,11
YFL029C,244.5,858,32,0,0,0,35.5,66,6
YFL030W,89.875,504,24,0,0,0,36,66,6
YFL031C-A,33,33,1,0,0,0,0,0,0
YFL031W,205.875,711,8,0,0,0,32,42,3
YFL032W,139.5,246,4,0,0,0,0,0,0
YFL033C,1178.04395604396,5274,91,0,0,0,52.5,138,8
YFL034C-A,12,12,2,0,0,0,0,0,0
YFL034C-B,228.545454545455,780,11,24,24,1,23,24,3
YFL034W,549.311688311688,3072,77,0,0,0,116.25,270,8
YFL036W,778.444444444444,3744,81,0,0,0,47.25,84,8
YFL037W,319.555555555556,1026,27,0,0,0,58.8,102,5
YFL038C,94.8,321,10,0,0,0,34,54,6
YFL039C,426.571428571429,1083,21,0,0,0,45,60,2
YFL040W,492.512195121951,1614,41,0,0,0,59.5,123,6
YFL041W,384.910714285714,1746,56,0,0,0,59.4545454545455,138,11
YFL041W-A,61,186,6,0,0,0,0,0,0
YFL042C,329.166666666667,1749,54,15,24,2,39.75,72,8
YFL044C,158.1,801,20,12,12,1,50.1,144,10
YFL045C,77.4545454545455,369,11,15,18,2,27.5,81,6
YFL046W,121.285714285714,453,7,0,0,0,48,60,2
YFL047W,442.2,2022,45,0,0,0,33.5454545454545,114,11
YFL048C,239.083333333333,1335,36,0,0,0,25.5,51,10
YFL049W,290.029411764706,1608,34,45,45,1,70.5,198,10
YFL050C,379.714285714286,2499,63,0,0,0,40.875,81,8
YFL051C,98.5384615384615,372,13,0,0,0,0,0,0
YFL052W,206.172413793103,1188,29,6,6,1,51.3,183,10
YFL053W,309.6,1389,35,63,63,1,48.8571428571429,93,7
YFL054C,369.142857142857,1665,42,12,12,1,18,33,5
YFL055W,182.25,1374,24,0,0,0,67.2857142857143,132,7
YFL056C,208.04347826087,531,23,0,0,0,74.25,120,4
YFL058W,275.55,915,20,0,0,0,51,126,7
YFL059W,535.846153846154,861,13,0,0,0,132,132,1
YFL060C,109,555,12,15,15,1,27,93,10
YFL061W,88.6153846153846,390,13,0,0,0,36.6,84,10
YFL062W,191.2,984,30,21,27,2,45.75,105,8
YFL063W,106.333333333333,300,9,55.5,72,2,0,0,0
YFL064C,166.8,333,5,0,0,0,0,0,0
YFL065C,65.5714285714286,213,7,0,0,0,0,0,0
YFL066C,226.941176470588,1026,17,33,33,1,43.5,69,6
YFL067W,246.75,348,4,0,0,0,0,0,0
YFL068W,136.8,480,5,18,18,1,0,0,0
YFR001W,86,132,3,0,0,0,90,132,2
YFR002W,271.442307692308,2154,52,0,0,0,40.5,66,6
YFR003C,176.666666666667,453,9,0,0,0,0,0,0
YFR004W,413.086956521739,900,23,0,0,0,38.5,99,6
YFR005C,122.086956521739,1056,23,9,9,1,34.9090909090909,102,11
YFR006W,243.6,1449,40,0,0,0,25.2,36,5
YFR007W,139.8,849,20,0,0,0,39.8181818181818,75,11
YFR008W,208.6,639,15,0,0,0,33,63,4
YFR009W,337.90243902439,1905,41,0,0,0,34.5,54,4
YFR009W-A,95.4,243,5,0,0,0,0,0,0
YFR010W,332.555555555556,1359,27,0,0,0,24.75,36,4
YFR010W-A,51,51,1,0,0,0,0,0,0
YFR011C,39,66,7,0,0,0,0,0,0
YFR012W,127.714285714286,543,7,0,0,0,40.8,69,5
YFR012W-A,0,0,0,0,0,0,0,0,0
YFR013W,392.478260869565,2268,46,0,0,0,35,81,9
YFR014C,257.727272727273,1275,11,0,0,0,18,24,3
YFR015C,237.4375,1887,48,0,0,0,51,117,11
YFR016C,266.025,2949,80,21,21,1,24,57,9
YFR017C,266,414,6,0,0,0,0,0,0
YFR018C,169.95,1086,20,0,0,0,16,27,6
YFR019W,968.90625,6693,128,49,66,3,54.6666666666667,126,9
YFR020W,177,555,17,0,0,0,43,102,6
YFR021W,328.941176470588,1350,34,0,0,0,28.5,39,2
YFR022W,261.774193548387,2043,31,12,18,2,15,24,6
YFR023W,229.885714285714,1797,35,0,0,0,22.2,33,5
YFR024C-A,395.035714285714,1122,28,0,0,0,96,192,3
YFR025C,210,789,20,0,0,0,26.25,63,8
YFR026C,75,207,9,9,9,1,0,0,0
YFR027W,144.75,729,20,0,0,0,42,120,10
YFR028C,287.90625,1497,32,0,0,0,74.5714285714286,99,7
YFR029W,256.714285714286,1512,28,0,0,0,70.7142857142857,174,7
YFR030W,80.9411764705882,1065,51,25.5,36,2,17.4545454545455,36,11
YFR031C,611.727272727273,3354,66,0,0,0,51,75,4
YFR031C-A,135,189,3,0,0,0,124.5,189,2
YFR032C,39,96,5,0,0,0,33.75,96,4
YFR032C-A,0,0,0,0,0,0,0,0,0
YFR032C-B,6,6,1,6,6,1,0,0,0
YFR033C,114.923076923077,438,13,0,0,0,0,0,0
YFR034C,239.538461538462,681,13,0,0,0,44.5,63,6
YFR034W-A,96,96,1,0,0,0,0,0,0
YFR035C,175,306,3,0,0,0,0,0,0
YFR036W,75.6,144,5,9,9,1,0,0,0
YFR036W-A,255,546,7,0,0,0,198,339,2
YFR037C,253.111111111111,1641,27,15,15,1,21,27,4
YFR038W,457.684210526316,2535,57,37.5,42,2,81.2142857142857,207,14
YFR039C,225.45,1272,40,0,0,0,44.25,117,4
YFR040W,471.940298507463,2718,67,0,0,0,42.6666666666667,111,9
YFR041C,96.75,762,20,0,0,0,30.5454545454545,72,11
YFR042W,157.2,507,10,15,15,1,27,87,7
YFR043C,88.2,468,15,0,0,0,27.3,66,10
YFR044C,235.3125,1260,32,0,0,0,49,84,9
YFR045W,220.384615384615,858,13,0,0,0,19.5,21,2
YFR046C,108.833333333333,531,18,0,0,0,32.1428571428571,75,7
YFR047C,164.647058823529,735,17,48,57,3,53,129,6
YFR048W,450.675,1953,40,0,0,0,19.5,27,2
YFR049W,136.875,327,8,12,12,1,0,0,0
YFR050C,172.285714285714,711,21,0,0,0,39,93,10
YFR051C,268.909090909091,1284,33,0,0,0,0,0,0
YFR052C-A,69.5454545454545,252,11,12,12,1,0,0,0
YFR052W,123,660,13,0,0,0,60.6,123,5
YFR053C,452.678571428571,1413,28,18,18,1,49.5,120,4
YFR054C,115.2,387,10,12,12,1,0,0,0
YFR055W,146.16,708,25,0,0,0,28.7142857142857,75,7
YFR056C,132,366,4,0,0,0,0,0,0
YFR057W,131.4,351,5,0,0,0,0,0,0
YGL001C,166.607142857143,846,28,0,0,0,51.6428571428571,102,14
YGL002W,81,255,14,0,0,0,37.125,69,8
YGL003C,269.909090909091,1677,33,0,0,0,44.5,81,6
YGL004C,118.461538461538,987,39,0,0,0,43.3636363636364,93,11
YGL005C,109.764705882353,795,17,15,18,3,19,54,9
YGL006W,580.816901408451,3174,71,0,0,0,55,111,9
YGL006W-A,63,63,1,0,0,0,0,0,0
YGL007C-A,0,0,0,0,0,0,0,0,0
YGL007W,159,375,12,0,0,0,0,0,0
YGL008C,527.744680851064,2445,47,0,0,0,29,75,6
YGL009C,474.8,2004,45,0,0,0,77.6666666666667,195,9
YGL010W,126,402,5,0,0,0,0,0,0
YGL011C,141.882352941176,519,17,51,51,1,51,108,9
YGL012W,349.75,1278,36,0,0,0,31.6666666666667,69,9
YGL013C,493.265625,2664,64,0,0,0,25.8,81,10
YGL014C-A,60,102,3,0,0,0,0,0,0
YGL014W,660.492537313433,2481,67,16.5,18,2,46.2,108,10
YGL015C,39.8571428571429,96,7,0,0,0,0,0,0
YGL016W,712.343283582089,2940,67,0,0,0,43.75,69,12
YGL017W,447.583333333333,1479,36,0,0,0,35,96,6
YGL018C,118.333333333333,405,9,0,0,0,0,0,0
YGL019W,186.352941176471,681,17,0,0,0,48.75,111,8
YGL020C,83.6,357,15,0,0,0,28.7142857142857,51,7
YGL021W,329.533333333333,2208,45,0,0,0,59,216,6
YGL022W,603.333333333333,1887,36,0,0,0,45,72,3
YGL023C,271.59375,1662,32,0,0,0,48,93,8
YGL024W,318,318,1,0,0,0,0,0,0
YGL025C,271.241379310345,1035,29,15,15,1,42,93,5
YGL026C,328.756097560976,2055,41,0,0,0,28.5,69,6
YGL027C,442.421052631579,2481,57,0,0,0,28.0909090909091,69,11
YGL028C,167.590909090909,1341,22,42,42,1,32.25,63,4
YGL029W,58.3333333333333,132,9,81,81,1,0,0,0
YGL030W,138,138,1,0,0,0,0,0,0
YGL031C,0,0,0,0,0,0,0,0,0
YGL032C,105,111,2,0,0,0,0,0,0
YGL033W,41.6666666666667,141,9,0,0,0,27.4285714285714,72,7
YGL034C,163,345,3,6,6,1,0,0,0
YGL035C,386.217391304348,1497,23,16.5,18,2,30,60,6
YGL036W,308.877551020408,2346,49,15,15,1,35.1428571428571,57,7
YGL037C,250.125,627,8,21,21,1,81,177,3
YGL038C,181.064516129032,957,31,0,0,0,59.25,84,4
YGL039W,171.692307692308,879,13,0,0,0,30,72,4
YGL040C,165.473684210526,912,19,0,0,0,54,93,6
YGL041C,52.5,57,2,0,0,0,0,0,0
YGL041C-B,70.5,120,2,21,21,1,0,0,0
YGL041W-A,83.1428571428571,273,14,12,12,1,0,0,0
YGL042C,79.875,144,8,0,0,0,0,0,0
YGL043W,106.5,729,20,16,18,3,25.8,51,10
YGL044C,145.434782608696,747,23,0,0,0,37.6363636363636,111,11
YGL045W,250.59375,1542,32,0,0,0,19.5,51,8
YGL047W,139.285714285714,348,7,0,0,0,34.5,90,4
YGL048C,283.695652173913,858,23,0,0,0,31.2,75,5
YGL049C,457.157894736842,2448,57,0,0,0,89.4,228,10
YGL050W,104.823529411765,681,17,21,33,2,43.2,141,10
YGL051W,105.75,552,12,0,0,0,40.8,81,10
YGL052W,103.2,183,5,0,0,0,0,0,0
YGL053W,128.538461538462,561,13,0,0,0,30.75,42,8
YGL054C,35,66,6,0,0,0,0,0,0
YGL055W,442.038461538462,1368,26,0,0,0,44,75,3
YGL056C,303.15,1548,20,0,0,0,27.75,33,4
YGL057C,196.714285714286,801,14,21,21,1,31.5,93,6
YGL058W,151.333333333333,492,18,0,0,0,0,0,0
YGL059W,291,1350,30,0,0,0,29.4,51,5
YGL060W,312.979591836735,1722,49,12,12,1,36.4615384615385,93,13
YGL061C,106.166666666667,678,18,12,15,2,22.1538461538462,39,13
YGL062W,443.08,3411,75,0,0,0,35.4,54,5
YGL063C-A,30,30,1,0,0,0,0,0,0
YGL063W,334.8,1077,15,0,0,0,108,216,5
YGL064C,311.172413793103,1434,29,0,0,0,37.5,48,4
YGL065C,128.333333333333,1137,27,0,0,0,32.25,75,4
YGL066W,279.260869565217,1869,46,0,0,0,78.8181818181818,144,22
YGL067W,89.2173913043478,654,23,9,9,1,29,69,9
YGL068W,172.2,543,10,0,0,0,0,0,0
YGL069C,189,315,6,0,0,0,0,0,0
YGL070C,89,333,6,0,0,0,0,0,0
YGL071W,156,1899,40,0,0,0,31.8,81,10
YGL072C,145.5,270,2,0,0,0,0,0,0
YGL073W,309.305084745763,1959,59,29,39,3,102.545454545455,195,11
YGL074C,139,252,3,6,6,1,0,0,0
YGL075C,107.2,816,15,15,15,1,57,147,5
YGL076C,52.5,117,4,0,0,0,67,117,3
YGL077C,543.483870967742,1656,31,69,72,2,41.4,72,5
YGL078C,232.95,1050,20,12,12,1,34.5,72,4
YGL079W,132.214285714286,546,14,0,0,0,60,126,11
YGL080W,70.5,219,8,0,0,0,0,0,0
YGL081W,26.4705882352941,114,17,0,0,0,18.6923076923077,30,13
YGL082W,123.583333333333,933,36,13.5,15,2,48.4736842105263,150,19
YGL083W,410.923076923077,2412,39,0,0,0,57,78,7
YGL084C,257.71875,1518,32,0,0,0,42.4285714285714,93,7
YGL085W,136,609,18,42,42,1,41.1818181818182,60,11
YGL086W,336.05,2151,60,6,6,1,45.9230769230769,108,13
YGL087C,70.5,303,8,6,6,1,0,0,0
YGL088W,100,129,3,0,0,0,0,0,0
YGL089C,40.5,72,4,0,0,0,0,0,0
YGL090W,256.833333333333,1161,36,0,0,0,42.4615384615385,81,13
YGL091C,237.545454545455,888,22,6,6,1,44,141,9
YGL092W,428.780487804878,3282,82,0,0,0,53.4,75,5
YGL093W,501.283783783784,2664,74,0,0,0,64.2,123,10
YGL094C,632.52380952381,2991,63,0,0,0,48,66,4
YGL095C,166.058823529412,1074,34,21,21,1,47.1428571428571,93,7
YGL096W,161.769230769231,579,13,0,0,0,50,75,3
YGL097W,303.909090909091,1389,33,0,0,0,50.7692307692308,132,13
YGL098W,137,528,12,0,0,0,51,87,5
YGL099W,284.25,1773,40,39,39,1,32.7857142857143,63,14
YGL100W,71.7096774193548,591,31,11,12,3,35.8125,78,16
YGL101W,135.705882352941,465,17,0,0,0,34.9090909090909,81,11
YGL102C,103.2,174,5,0,0,0,0,0,0
YGL103W,258,351,4,0,0,0,0,0,0
YGL104C,210.473684210526,1416,38,0,0,0,45,111,10
YGL105W,160.894736842105,819,19,0,0,0,75.8571428571429,147,7
YGL106W,76,126,3,0,0,0,0,0,0
YGL107C,397.53488372093,1938,43,9,9,1,53.6666666666667,138,9
YGL108C,104.4,393,5,0,0,0,0,0,0
YGL109W,94.5,261,4,0,0,0,0,0,0
YGL110C,227.925,1707,40,0,0,0,33.5,69,12
YGL111W,147.257142857143,1245,35,0,0,0,45.6,96,10
YGL112C,170.192307692308,1437,26,0,0,0,50.25,117,12
YGL113W,291,1851,31,45,45,1,45,81,8
YGL114W,513.514285714286,2016,35,9,9,1,39,69,4
YGL115W,134.833333333333,555,18,0,0,0,45.5,75,6
YGL116W,217.216216216216,1242,37,57,57,1,41.25,84,4
YGL117W,137.052631578947,675,19,27,45,2,30,57,8
YGL118C,128.769230769231,336,13,0,0,0,0,0,0
YGL119W,416.464285714286,1494,28,0,0,0,57,108,4
YGL120C,422.345454545455,1971,55,0,0,0,38.1,81,10
YGL121C,68.25,117,4,0,0,0,0,0,0
