Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"TNA1","YGR260W","ER","193.95","79.8155","cell periphery,vacuole","90.9742","cell periphery,vacuole","145.541","vacuole","30.6192","punctate","28.3498","ER","58.73","0.3","-1","29.31","ER","177.53","0.91","0","38.74","ER","25.27","0.13","-1","4.25","ER","ER","180.382","0.930006","0","52.5386","High affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)"
"SAY1","YGR263C","","","","cell periphery,ER,punctate","100.637","cell periphery,ER,punctate","166.405","below threshold","19.9736","punctate","43.1172","","","","","","","","","","","","","","","","","","","","","",""
"KTR7","YIL085C","","","","ER,punctate","61.1226","ER,vacuole","130.487","below threshold","21.1573","below threshold","28.2269","","","","","","","","","","","","","","","","","","","","","",""
"GET2","YER083C","ER","38.61","10.1485","ER","99.0474","missing","","ER","37.0419","#N/A","","ER","34.18","0.88","0","7.8","ER","39.46","1.02","0","5.87","ER","30.11","0.78","0","","ER","ER","41.9471","1.08635","0","5.01826","Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for meiotic nuclear division"
"SBH1","YER087C-B","","","","ER","245.582","ER","405.531","ER","67.4579","ER","49.313","","","","","","","","","","","","","","","","","","","","","",""
"UBC6","YER100W","","","","ER","95.7402","ER","111.798","ER","25.905","ER","34.8461","","","","","","","","","","","","","","","","","","","","","",""
"SHO1","YER118C","bud neck","","7.29005","cell periphery,ER,bud neck","104.652","cell periphery,ER,bud neck","155.694","bud neck","22.6819","punctate,bud neck","31.9144","bud neck","","","0","","bud neck","","","0","","bud neck","19.13","0.7","-1","","bud neck","bud neck","22.642","0.839186","0","3.28612","Transmembrane osmosensor, participates in activation of both the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol response pathway"
"SCS2","YER120W","","","","ER","228.617","ER","378.241","ER","82.0415","ER","59.7395","","","","","","","","","","","","","","","","","","","","","",""
"YGL194C-A","YGL194C-A","","","","ER,punctate","92.4174","ER,vacuole","203.91","punctate","17.7218","below threshold","26.8912","","","","","","","","","","","","","","","","","","","","","",""
"YGL204C","YGL204C","below threshold","15.93","","ER","30.4807","ER","10.0356","below threshold","22.1953","below threshold","23.995","cytosol","16.82","1.05","0","","cytosol","16.12","1.01","0","","cytosol","16.58","1.04","0","","","","","","","","Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YOR1","YGR281W","cell periphery","32.72","10.864","cell periphery","80.9159","cell periphery,vacuole","74.4337","cell periphery","31.611","below threshold","28.5839","cell periphery","39.58","1.2","0","11.22","cell periphery","37.52","1.14","0","10.21","cell periphery","26.18","0.79","0","","cytosol","cell periphery","23.859","0.728854","0","5.45084","Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter mediates export of many different organic anions including oligomycin; similar to human cystic fibrosis transmembrane receptor (CFTR)"
"ERV29","YGR284C","punctate:ER","69.62","21.7668","ER,punctate","205.363","ER,punctate","290.857","punctate","40.8995","ER","63.1061","punctate.ER","178.56","2.56","1","72.06","punctate.ER","75.58","1.08","1","21.75","punctate,ER","146.2","2.09","1","","punctate:ER","punctate:ER","60.789","0.873098","0","11.4316","Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo"
"ICE2","YIL090W","ER","45.58","10.7158","ER","62.876","ER","86.7693","below threshold","20.5166","ER","34.5762","ER","34.78","0.76","0","9.72","ER","37.09","0.81","0","7.24","punctate, ER","","","","","ER","ER","39.2215","0.860332","0","7.44269","Integral ER membrane protein with type-III transmembrane domains; mutations cause defects in cortical ER morphology in both the mother and daughter cells"
"MAL11","YGR289C","below threshold","16.72","4.09213","cell periphery,vacuole","76.3023","vacuole","114.222","below threshold","15.1416","punctate","29.0891","cytosol","14.02","0.83","0","4.99","cytosol","14.56","0.87","0","2.4","cytosol","15.51","0.92","0","","below threshold","below threshold","15.7916","0.943795","0","2.81738","Inducible high-affinity maltose transporter (alpha-glucoside transporter); encoded in the MAL1 complex locus; member of the 12 transmembrane domain superfamily of sugar transporters; broad substrate specificity that includes maltotriose"
"YIL102C-A","YIL102C-A","","","","ER","55.1583","ER","53.5153","below threshold","15.2207","below threshold","23.5825","","","","","","","","","","","","","","","","","","","","","",""
"SLM1","YIL105C","punctate","37.4","7.84341","cell periphery,punctate","63.2395","cell periphery,punctate","70.4666","punctate","27.6524","cell periphery,punctate","35.8192","punctate","45.38","1.21","0","16.39","punctate","45.05","1.2","0","7.47","punctate","38.7","1.03","0","","punctate","punctate","38.8763","1.03904","0","4.94777","Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex"
"LAG1","YHL003C","below threshold","13.89","4.04343","cell periphery,ER,punctate","125.239","ER","142.152","punctate,nuclear periphery","55.2525","punctate,nuclear periphery","44.1413","cytosol","14.95","1.07","0","5.2","cytosol","13.94","1","0","3.49","cytosol","16.07","1.15","0","7.02","below threshold","below threshold","14.794","1.06415","0","1.89468","Ceramide synthase component, involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine, functionally equivalent to Lac1p"
"QDR1","YIL120W","below threshold","16.19","4.67571","cell periphery,ER","59.3728","cell periphery,vacuole","57.1939","below threshold","17.5535","cytosol","29.3143","cytosol","15.22","0.93","0","5.11","cytosol","15.87","0.97","0","2.99","cytosol","16.93","1.04","0","","below threshold","below threshold","15.1893","0.937539","0","1.74789","Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, ketoconazole, fluconazole, and barban"
"DUR3","YHL016C","cytosol","23.77","8.55923","cell periphery,ER","45.0722","ER","21.0983","below threshold","18.1175","below threshold","22.0358","cytosol","15.66","0.65","0","6.52","cytosol","17.7","0.74","0","5.01","vacuole,cell periphery","","","","","cytosol","cytosol","16.3347","0.687121","-1","2.64988","Plasma membrane transporter for both urea and polyamines, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway"
"QDR2","YIL121W","cell periphery","28.44","7.59028","cell periphery","51.7206","cell periphery,vacuole","113.532","below threshold","22.8741","#N/A","","cell periphery","24.02","0.84","0","10.12","cell periphery","28.34","0.99","0","7.52","vacuole","","","","","cell periphery","cell periphery","22.4624","0.789556","0","4.55815","Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin; may have a role in potassium uptake"
"AYR1","YIL124W","","","","ER,punctate","111.942","ER,punctate","159.345","below threshold","19.2664","ER,punctate","50.8351","","","","","","","","","","","","","","","","","","","","","",""
"OPI1","YHL020C","nucleus","30.8","","nuclear periphery","43.1014","punctate,nuclear periphery","30.3899","nuclear periphery","25.1395","below threshold","27.4387","nucleus","26.82","0.87","0","","nucleus","33.42","1.08","0","","nucleus","17.37","0.56","-1","","","","","","","","Transcriptional regulator of a variety of genes; phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes; involved in telomere maintenance"
"YHL026C","YHL026C","below threshold","18.74","","cell periphery","72.2659","cell periphery,vacuole","162.805","below threshold","18.4495","cell periphery","38.8506","cytosol","14.39","0.76","0","","cytosol","17.3","0.92","0","","cytosol","16.97","0.9","0","","","","","","","","Putative protein of unknown function; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)"
"EMP65","YER140W","","","","ER","38.8698","ER,punctate","38.2233","below threshold","17.3812","below threshold","27.5216","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; genetic interactions suggest a role in folding of ER membrane proteins"
"FTR1","YER145C","cell periphery","137.8","49.1905","ER","24.806","below threshold","5.0972","below threshold","18.5933","#N/A","22.3589","cell periphery","71.25","0.51","-1","42.39","cell periphery","141.71","1.02","0","34.22","cell periphery","66.47","0.48","-1","","cell periphery","cell periphery","135.834","0.985709","0","37.5609","High affinity iron permease involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron"
"DNF1","YER166W","below threshold","15.6","3.83279","ER,punctate,bud","80.196","ER,bud","56.5248","punctate,bud","20.9283","ambigous,punctate","38.1924","cytosol","16.47","1.05","0","5.18","cytosol","15.97","1.02","0","3","cytosol","14.92","0.95","0","","below threshold","below threshold","15.0488","0.964192","0","1.73696","Aminophospholipid translocase (flippase) that localizes primarily to the plasma membrane; contributes to endocytosis, protein transport and cell polarity; type 4 P-type ATPase"
"YGL230C","YGL230C","below threshold","18.24","","cytosol,ER","91.4884","ER,vacuole","21.4912","below threshold","19.3283","below threshold","24.3519","cytosol","16.72","0.91","0","","cytosol","15.39","0.84","0","","cytosol","15.3","0.83","0","","","","","","","","Putative protein of unknown function; non-essential gene"
"EMC4","YGL231C","ER","35.26","7.531","ER","99.7887","ER","24.8953","ER","53.3259","below threshold","26.9802","ER","","","0","","ER","","","0","","ER","","","","","ER","ER","","","0","","Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response; human ortholog TMEM85 may function in apoptosis"
"PUG1","YER185W","below threshold","15.63","3.78056","ER","50.7593","cell periphery,punctate,vacuole","65.53","below threshold","18.5544","below threshold","22.128","cytosol","16.73","1.07","0","5.97","cytosol","15.08","0.96","0","3.24","cytosol","22.12","1.41","0","","below threshold","below threshold","17.1077","1.09436","0","2.91926","Plasma membrane protein with roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins"
"BRR6","YGL247W","nuclear periphery","22.58","4.82178","cell periphery,ER,punctate","33.8995","ER,vacuole","50.2872","below threshold","15.7625","below threshold","25.1555","nuclear periphery","17.66","0.78","-1","4.89","nuclear periphery","18.18","0.8","-1","5.61","nuclear periphery","18","0.79","-1","","nuclear periphery","nuclear periphery","21.5307","0.953479","0","4.10297","Essential nuclear envelope integral membrane protein required for nuclear envelope morphology, nuclear pore complex localization, nuclear export; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism"
"ZRT1","YGL255W","ER","738.9","518.416","ER,nuclear periphery","69.4358","cell periphery,ER","48.6495","ER","55.7507","below threshold","22.802","ER","856.73","1.15","0","568.1","ER","109.14","0.14","-1","75.07","cytosol","17.05","0.02","0","","ER","ER","119.441","0.161646","-1","78.2632","High-affinity zinc transporter of the plasma membrane, responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor"
"SLN1","YIL147C","below threshold","19.92","5.86915","cell periphery","54.3505","cell periphery","70.8327","below threshold","18.5825","below threshold","28.2578","cytosol","19.74","0.99","0","6.4","cytosol","19.65","0.98","0","3.27","cytosol","19.31","0.96","0","","below threshold","below threshold","16.567","0.831176","0","2.47678","Histidine kinase osmosensor that regulates a MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators"
"ARN1","YHL040C","below threshold","15.27","3.88239","cell periphery,vacuole","57.5364","missing","","below threshold","0","cytosol","31.491","cytosol","14.53","0.95","0","4.58","cytosol","15.32","1","0","3.4","cytosol","15.68","1.02","0","","below threshold","below threshold","15.0475","0.984947","0","2.57757","Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores"
"ERG11","YHR007C","ER","157.24","53.6087","ER","148.249","ER","194.288","below threshold","17.9462","ER","41.1401","ER","141.13","0.89","0","51.02","ER","163.51","1.03","0","36.23","ER","107.46","0.68","0","","ER","ER","164.675","1.04726","0","43.5695","Lanosterol 14-alpha-demethylase, catalyzes the C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in the ergosterol biosynthesis pathway; member of the cytochrome P450 family"
"HXT10","YFL011W","below threshold","16.49","4.17391","cell periphery,vacuole","89.9587","cell periphery,vacuole","175.951","below threshold","13.3626","punctate","31.8805","cytosol","14.61","0.88","0","5.04","cytosol","15.48","0.93","0","4.76","cytosol","17.06","1.03","0","","below threshold","below threshold","14.375","0.871483","0","2.18173","Putative hexose transporter, expressed at low levels and expression is repressed by glucose"
"BST1","YFL025C","","","","ER","38.0244","ER,vacuole","65.5167","below threshold","21.6162","below threshold","24.6238","","","","","","","","","","","","","","","","","","","","","",""
"PEX31","YGR004W","cytosol","21.28","","cell periphery,ER,punctate","63.2115","cell periphery,ER,punctate","85.8256","ambiguous,ER,bud","23.566","punctate","32.732","cytosol","24.58","1.15","0","","cytosol","23.38","1.09","0","","cytosol","17.1","0.8","0","","","","","","","","Peroxisomal integral membrane protein, involved in negative regulation of peroxisome size; partially functionally redundant with Pex30p and Pex32p; probably acts at a step downstream of steps mediated by Pex28p and Pex29p"
"YGR016W","YGR016W","","","","ER","54.8033","ER","78.0773","below threshold","18.2993","below threshold","29.8687","","","","","","","","","","","","","","","","","","","","","",""
"YGR026W","YGR026W","below threshold","15.39","","cell periphery,ER","130.378","cell periphery,ER,punctate","146.94","cell periphery","18.7049","ER","42.2136","cytosol","15.52","1","0","","cytosol","15","0.97","0","","cytosol","16.54","1.07","0","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
"GSC2","YGR032W","below threshold","15.82","4.40546","cell periphery,bud neck","115.185","cell periphery,vacuole","127.604","cell periphery,bud","30.4622","bud","35.1041","cytosol","28.7","1.81","0","11.27","cytosol","17.48","1.1","0","3.23","cytosol","23.15","1.46","0","","below threshold","below threshold","15.854","1.00192","0","2.36009","Catalytic subunit of 1,3-beta-glucan synthase, involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; has similarity to an alternate catalytic subunit, Fks1p (Gsc1p)"
"CAX4","YGR036C","ER","28.04","6.2707","ER","26.3025","ER,vacuole","22.6973","cytosol","35.8548","below threshold","22.8148","ER","27","0.96","0","11.72","ER","20.26","0.72","-1","4.29","ER","24.77","0.88","0","","ER","ER","22.8066","0.813092","0","3.32833","Dolichyl pyrophosphate (Dol-P-P) phosphatase with a luminally oriented active site in the ER, cleaves the anhydride linkage in Dol-P-P, required for Dol-P-P-linked oligosaccharide intermediate synthesis and protein N-glycosylation"
"LAM5","YFL042C","","","","ER,punctate","59.6411","ER,punctate","81.0603","punctate","21.5785","ER,punctate","41.998","","","","","","","","","","","","","","","","","","","","","","Putative protein of unknown function; YFL042C is not an essential gene"
"ORM1","YGR038W","ER","40.81","","ER","114.987","ER","249.749","ER","39.2133","ER","50.7003","ER","46.89","1.14","0","","ER","33.77","0.82","0","","ER","42.61","1.04","0","","","","","","","","Evolutionarily conserved protein with similarity to Orm2p, required for resistance to agents that induce the unfolded protein response; human ortholog is located in the endoplasmic reticulum"
"ALR2","YFL050C","below threshold","14.99","4.13506","cell periphery,punctate","54.6603","cell periphery,vacuole","71.3275","below threshold","19.1431","below threshold","28.8467","cytosol","14.3","0.95","0","5.15","cytosol","16.11","1.07","0","2.58","cytosol","16.53","1.1","0","","below threshold","below threshold","15.3637","1.0244","0","2.31372","Probable Mg(2+) transporter; overexpression confers increased tolerance to Al(3+) and Ga(3+) ions; plays a role in regulating Ty1 transposition"
"MGA2","YIR033W","below threshold","17.32","4.78466","ER","51.753","ER","45.8503","ambiguous,ER","25.0088","ER","39.8915","cytosol","21.97","1.26","0","7.13","cytosol","20.28","1.17","0","4.38","cytosol","16.97","0.97","0","","below threshold","below threshold","15.4221","0.889942","0","1.66719","ER membrane protein involved in regulation of OLE1 transcription, acts with homolog Spt23p; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting"
"BRL1","YHR036W","ER","24.06","5.76333","ER","45.7394","ER","50.4281","ER,punctate","21.6596","ER","33.9827","ER","20.37","0.84","0","8.17","ER","21.98","0.91","0","4.31","ER","15.56","0.64","-1","","ER","ER","22.8805","0.95078","0","2.90157","Essential nuclear envelope integral membrane protein identified as a suppressor of a conditional mutation in the major karyopherin, CRM1; homologous to and interacts with Brr6p, a nuclear envelope protein involved in nuclear export"
"MSC7","YHR039C","ER","40.75","10.7773","ER,punctate,bud neck","61.2688","ER,punctate","47.2983","below threshold","16.0414","below threshold","21.9594","ER","37.18","0.91","0","14.88","ER","41.15","1","0","6.69","ER","62.26","1.52","1","","ER","ER","34.1884","0.838867","0","6.08485","Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids"
"GTT1","YIR038C","cytosol","23.67","7.40085","cell periphery,ER","330.397","cell periphery,ER","514.314","cell periphery,ER","49.0622","ER","60.8483","cytosol","33.33","1.4","1","19.85","cytosol","19.4","0.81","0","7.03","cytosol","61.67","2.6","1","","cytosol","cytosol","32.3713","1.3669","0","7.17073","ER associated glutathione S-transferase capable of homodimerization; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p, Grx1p, and Grx2p"
"STE24","YJR117W","","","","ER","46.1114","ER","25.8677","ER","27.9247","below threshold","23.2309","","","","","","","","","","","","","","","","","","","","","",""
"YHK8","YHR048W","below threshold","16.86","","cell periphery","37.1581","cell periphery,vacuole","56.4288","below threshold","18.7064","cell periphery","32.4664","cytosol","13.29","0.78","0","","cytosol","16.13","0.95","0","","cytosol","","","","","","","","","","","Presumed antiporter of the DHA1 family of multidrug resistance transporters; contains 12 predicted transmembrane spans; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles"
"VTC4","YJL012C","below threshold","15.61","4.93537","cell periphery,vacuole membrane","149.904","cell periphery,vacuole","97.3182","vacuole membrane","56.5968","ER","39.2498","cytosol","14.6","0.93","0","5.31","cytosol","14.89","0.95","0","3.01","cytosol","20.11","1.28","0","","below threshold","below threshold","16.1363","1.03328","0","3.44236","Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion"
"MPS3","YJL019W","","","","punctate,nuclear periphery","80.3711","cell periphery,punctate,nuclear periphery","119.282","punctate","20.8808","punctate,nuclear periphery","38.8536","","","","","","","","","","","","","","","","","","","","","",""
"AQY3","YFL054C","","","","cell periphery,punctate","58.5085","cell periphery,vacuole","70.7647","below threshold","16.5232","cell periphery,punctate","33.9366","","","","","","","","","","","","","","","","","","","","","",""
"AGP3","YFL055W","below threshold","16.39","4.35098","ER","56.0688","ER","11.7179","below threshold","17.5709","below threshold","26.4167","cytosol","14.64","0.89","0","4.91","cytosol","16.47","1","0","3.4","cytosol","21.28","1.29","0","","below threshold","below threshold","15.1304","0.922696","0","1.86555","Low-affinity amino acid permease, may act to supply the cell with amino acids as nitrogen source in nitrogen-poor conditions; transcription is induced under conditions of sulfur limitation; plays a role in regulating Ty1 transposition"
"MUP1","YGR055W","","","","cell periphery,vacuole","41.2245","cell periphery,vacuole","59.0332","missing","0","below threshold","26.125","","","","","","","","","","","","","","","","","","","","","",""
"OST2","YOR103C","","","","ER","135.87","ER,vacuole","75.0837","ER","52.8297","ER","33.7533","","","","","","","","","","","","","","","","","","","","","",""
"ERG25","YGR060W","ER","202.22","65.4687","ER","40.7068","punctate","","missing","0","#N/A","","ER","333.63","1.64","1","94.18","ER","130.18","0.64","0","30.81","ER","207.65","1.02","0","","ER","ER","219.916","1.08747","0","45.4663","C-4 methyl sterol oxidase, catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol"
"VHT1","YGR065C","cell periphery","42.22","15.5915","cell periphery","47.2526","cell periphery,vacuole","75.1211","cell periphery","22.7933","below threshold","29.0008","cell periphery","29.39","0.69","0","12.27","cell periphery","35.18","0.83","0","10.44","vacuole","","","","","cell periphery","cell periphery","32.1094","0.760423","0","8.05409","High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin"
"PHO84","YML123C","","","","ER","59.0663","vacuole","87.8069","ER,vacuole","18.9227","below threshold","27.2542","","","","","","","","","","","","","","","","","","","","","",""
"NNF2","YGR089W","ER","25.91","","ER","38.5399","ER","15.3302","below threshold","18.5602","below threshold","24.6749","ER","21.46","0.82","0","","ER","27.69","1.06","0","","ER","19.78","0.76","-1","","","","","","","","Protein that exhibits physical and genetic interactions with Rpb8p, which is a subunit of RNA polymerases I, II, and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation"
"HXT4","YHR092C","","","","cell periphery","110.133","cell periphery,vacuole","170.75","below threshold","18.2155","cell periphery","49.5049","","","","","","","","","","","","","","","","","","","","","",""
"HXT1","YHR094C","","","","cell periphery","59.6255","cell periphery,vacuole","94.559","below threshold","14.102","cell periphery,punctate","35.6438","","","","","","","","","","","","","","","","","","","","","",""
"HXT5","YHR096C","cell periphery","44.68","56.047","cell periphery","145.328","cell periphery,vacuole","234.406","cell periphery","18.4341","cell periphery","52.8853","cell periphery","71.07","1.59","1","173.28","cell periphery","","","0","","vacuole, cell periphery","","","","","cell periphery","cell periphery","37.5629","0.840452","0","43.2858","Hexose transporter with moderate affinity for glucose, induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs"
"IRC8","YJL051W","cytosol","18.76","5.50546","cell periphery,vacuole","29.3672","missing","0","below threshold","16.9497","#N/A","20.1061","cytosol","18.87","1","0","6.55","cytosol","17.8","0.94","0","3.33","cytosol","16.94","0.9","0","","cytosol","cytosol","19.8816","1.05926","0","3.44495","Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p, peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc"
"BIT61","YJL058C","below threshold","19.08","4.03872","cytosol,cell periphery","47.5908","cell periphery,nucleus","48.8032","below threshold","19.2199","cytosol","34.0809","cytosol","18.69","0.97","0","6.34","cytosol","19.4","1.01","0","3.91","cytosol","17.57","0.92","0","","below threshold","below threshold","18.0418","0.945257","0","3.4971","Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p-Slm1p-Slm2p), a membrane-associated complex that regulates cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity"
"VMA21","YGR105W","vacuole","30.86","10.2941","ER","257.02","ER","533.895","ER","76.6591","ER","36.898","vacuole","27.41","0.88","0","10.87","vacuole","23.28","0.75","0","5.05","vacuole","34.92","1.13","0","","vacuole","vacuole","26.9624","0.873608","0","4.72808","Integral membrane protein that is required for vacuolar H+-ATPase (V-ATPase) function, although not an actual component of the V-ATPase complex; functions in the assembly of the V-ATPase; localized to the yeast endoplasmic reticulum (ER)"
"MEP1","YGR121C","cell periphery","43.74","15.5057","ER","37.507","missing","","missing","0","below threshold","28.2705","cell periphery","53.17","1.21","0","18.3","cell periphery","35.42","0.8","0","7.65","cell periphery","49.16","1.12","0","","cell periphery","cell periphery","50.5601","1.15563","0","15.7248","Ammonium permease; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation"
"KEG1","YFR042W","","","","ER","74.6493","ER","142.751","below threshold","21.6293","below threshold","27.3352","","","","","","","","","","","","","","","","","","","","","",""
"FHN1","YGR131W","","","","cell periphery,punctate","68.0362","cell periphery,punctate","141.932","below threshold","16.0423","punctate","31.2639","","","","","","","","","","","","","","","","","","","","","","Protein of unknown function; expression induced in response to ketoconazole; promoter region contains a sterol regulatory element motif, which has been identified as a Upc2p-binding site"
"ERG26","YGL001C","below threshold","18.1","4.42992","ER","143.165","ER","106.198","ER","46.9056","ER","40.4585","cytosol","19.86","1.09","0","5.27","cytosol","22.37","1.23","0","4","cytosol","35.37","1.95","0","","below threshold","below threshold","","","0","","C-3 sterol dehydrogenase, catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis"
"TPO2","YGR138C","cell periphery","29.63","12.4894","cell periphery","118.898","cell periphery,vacuole","180.404","cell periphery","37.4697","cell periphery","46.4932","cell periphery","29.31","0.98","0","16.27","cell periphery","28.04","0.94","0","10.18","cell periphery","20.35","0.68","-1","","cell periphery","cell periphery","23.173","0.781876","0","8.87163","Polyamine transport protein specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; member of the major facilitator superfamily"
"VPS62","YGR141W","below threshold","16.39","4.17386","ER","24.7247","ER","13.9764","below threshold","21.6424","below threshold","21.8349","cytosol","18","1.09","0","7.15","cytosol","15.67","0.95","0","3.3","cytosol","13.9","0.84","0","","below threshold","below threshold","19.2806","1.17581","0","2.61932","Vacuolar protein sorting (VPS) protein required for cytoplasm to vacuole targeting of proteins"
"ERG4","YGL012W","ER","60.37","20.7137","ER","201.962","ER","302.622","ER","57.0539","ER","50.7305","ER","44.07","0.72","0","17.07","ER","36.06","0.59","-1","7.94","ER","23.82","0.39","-1","","ER","ER","40.0842","0.663862","-1","13.0895","C-24(28) sterol reductase, catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol"
"STT3","YGL022W","below threshold","17.45","4.33571","ER","118.728","ER","55.9116","missing","","#N/A","","cytosol","13.38","0.76","0","4.05","cytosol","16.31","0.93","0","3.31","cytosol","16.25","0.93","0","","below threshold","below threshold","15.4774","0.886678","0","2.57983","Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis"
"EPT1","YHR123W","below threshold","15.42","4.48411","ER,punctate","54.4497","ER,vacuole","110.01","ambiguous,punctate","27.7447","punctate","40.131","cytosol","16.52","1.07","0","6.02","cytosol","14.9","0.96","0","2.54","cytosol","15.24","0.98","0","","below threshold","below threshold","15.5462","1.00732","0","1.5438","sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability"
"NSG1","YHR133C","below threshold","14.03","","ER","188.43","ER","193.146","cell periphery,punctate","50.8049","ER","51.7944","cytosol","13.89","0.98","0","","cytosol","15.55","1.1","0","","cytosol","15.25","1.08","0","","","","","","","","Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins"
