,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
YJL090C,-1.7,-1.2,-0.4,0,0,0,0,-3.2,-3.8,-3.6,-4.1,-8.3,-7.1,-7.6,-3.4,-2.7,-3.2,-5.6,-3.9,-4.2,-4,-9.9,-7.2,-7.7,-7.9,-8.2,-8.2,-1.5,-6.3,-4.8,-7
YDL186W,-1.4,-0.3,-9.9,-9.9,-4.5,-6.5,-6.5,-5.4,-6.8,-9.2,-10.3,-4.6,-1.5,0,-1.2,0,-1.3,-0.8,-4,-5.1,-7.3,-7.6,-4.9,-5.4,-6,-3.2,-1.7,-4,-4,-4.8,-8.5
YGL146C,-4.6,-4.6,-2.3,-2.7,-4,-4.5,-11.5,-7.8,-9.4,-8.3,-5.3,-4.4,-1.9,-3,-2.7,-2.1,-2.4,-0.5,-1.7,-1.3,-3.1,-1.7,-8,-9.6,-9.3,-6.1,-3.5,-6.9,-9.1,-7,-8.2
YPL194W,-5.1,-4.8,-10.2,-7.4,-3,-6.7,-6.7,-0.8,0,-5,-3.2,-4.4,-4.9,-7.4,-2.2,-6.7,-4.5,-2,-2.6,-1.6,-5,-2.8,-1.2,-1.4,-1.4,-4.3,-8.9,-8.9,-4.7,-1.8,-5.1
YKR064W,-6.3,-0.9,0,-3.1,-3.1,-4.6,-2.7,-0.9,-4.5,-5.8,-5.6,-8.5,-13.2,-7.6,-4.7,-3.9,-4.6,-4.6,-2.6,-5.9,-6.8,-3.8,-4.1,-1.8,-1.7,-4.4,-4.4,-0.1,-1,-1.4,-1.9
YJR111C,-0.6,-2.3,-3.4,-0.6,-0.6,-1.5,-6.1,-6.5,-5.5,-4.5,-1.1,-1.1,-1.1,-1.5,-3.1,-2.5,-1.7,-0.3,0,-0.2,-3.2,-2.6,-2.2,0,-0.1,-0.4,-0.9,-1.4,-3.7,-3.3,-6.6
YKR002W,-4.9,-5.9,-8.3,-6.1,-3.7,-2.3,-3.7,-2,-2.9,-3.9,-7.6,-6.6,-4.2,-5.4,-3.2,-3.4,-1.6,-0.2,-1.2,-1.3,-3.7,-4.7,-5.6,-9.9,-6,-12.8,-12.4,-6.1,-6.1,-6.4,-5.3
YLR204W,-8.4,-8.6,-7.3,-8.9,-10.5,-5.9,-4.3,-2.4,0,-0.6,-6.7,-7.9,-5.4,-4.4,-2.3,-4.5,-13.8,-13.1,-11,-6.8,-2.1,-2.7,-4.6,-0.6,0,0,0,-3.7,-0.1,-6.7,
YBR237W,-4.6,-3.2,-2.6,-3.3,-0.6,0,0,-2.4,-12,-13.9,-7,-1.1,-2.8,-2.2,-4,-3.8,-2.5,-1.5,-0.6,-0.7,-0.7,-5.3,-1.8,-3.4,-3.6,-6.5,-6.5,0,-3.9,-3.5,-3
YGR163W,-4.3,-6.5,-7,-4,-4.1,-4.1,-2.3,-3.7,-2.9,-5,-5,-1.9,-3.6,-2.3,-2.7,-8.1,-10.7,-9.2,-3.1,-3.2,-1,-1.6,-2.7,-2.1,-3,-3.2,-5.4,-2,-4.1,-4.3,-3.8
YLR343W,-2.9,-7.9,-7.9,-1.6,-2.2,-2.7,-4.5,-3,-6,-6,-2.5,-5,-6.3,-9.1,-8.3,-5.2,-4.2,-4.1,-6.6,-5,-2.7,-5.4,-1.6,-3.5,-3.2,-1.6,-0.8,-3.5,-6.5,-9.5,-7.1
YBR286W,-3.2,-5.6,-5.4,-8.3,-5,-7.1,-2.6,-5.6,-6.1,-3.3,-3.1,-3.1,-2.6,-3.4,-3.4,-2.7,-1.1,-1.8,-6.8,-3,-0.9,-1.4,-3.2,-3.4,-3,-5,-4.2,-4.5,-4.1,-9.8,-17.7
YDR402C,-5,-1.3,-0.8,-0.1,-0.1,-0.1,0,0,0,-0.8,-0.8,-0.8,-0.9,-2.3,-1.7,-2.2,-2.2,-1.7,-3.9,-4.3,-2.5,-4.5,-4.5,-2.2,-3.2,-5.7,-2.5,-3.5,-3.1,-1.7,-2.2
YJL189W,-2.8,-5.2,-3.7,-6.7,-7,-6.4,-6.4,-6,0,0,-1.8,-1,,,,,,,,,,,,,,,,,,,
YOR241W,-0.6,-1.2,-2,-3.7,-4.4,-0.6,-0.5,-5.8,-5.8,-3.9,-4.4,-4.4,-1.8,-0.1,-2.9,-6.1,-5.9,-5.7,-3.3,-4.2,-4.9,-4.9,-4.2,-4.9,-5.8,-5.8,-6,-4.7,-3.9,-4.3,0
YER133W,-4.1,-7.2,-2.8,-3.3,-3,-6,-5,-1.2,-0.6,-1.3,-1.3,0,0,0,0,-2.2,-6.8,-7.4,-13.4,-7,-5.2,-9.3,-8,-9.3,-7.5,-7.5,-3.9,-3.6,-5.4,-4.1,-5.9
YOL161C,-4.3,-9.2,-10.2,-8.5,-8.1,-2,-5.7,-6.2,-8,-6.4,-6.4,-6.1,-3.6,-6.5,-4.4,0,-2.8,-2.8,-4.1,-11.6,-7.6,-8.6,-4.6,-7.8,-4.9,-4.3,-5.8,-5.6,-2.7,-3.8,-4.4
YOL112W,-3.8,-3.6,-4.2,-5.2,-8.1,-8.1,-6.3,-5,-4,-3.1,-6.1,-2.9,-4.4,-4.4,-4.4,0,-3.9,-6.6,-7.2,-6,-2.2,-1.6,-3.9,-3.2,-2,-1.2,-4.7,-1.7,-0.4,-4.5,0
YML070W,-1.7,-2.3,-5.6,-5.7,-8.1,-9.1,-1,-8.3,-14.5,-4.5,-2.3,-3.3,-6.6,-4.6,-13.5,-7,-6.3,-9,-7,-9.5,-9.1,-4,-0.1,-3,-3.1,-3.2,-7.4,-10.7,-5.2,-3.9,-3.8
YPR117W,-4.2,-3.8,-3.8,-3.8,-3.4,-2.1,0,0,-5.4,-5,-2.2,0,-2.1,-3.3,-4.8,-5.3,-5.5,-7.6,-2.8,-6.8,-9.3,-10.8,-4.5,-4.4,-3.5,-1.7,-2.6,-4.3,-3.6,-2.3,0
YLR345W,-3.3,-6.1,-4.1,-3.4,-3,-2.1,-4.2,-5,-4.5,-5.3,-5.9,-5.9,-3.1,-2.8,-1.7,-5.2,-4.1,-4.1,-1,-3.7,-1.7,-5.7,-5.7,-6.2,-15.2,-4.1,-4.8,-2.8,-2.8,-2.9,-2.2
YMR278W,-2.5,-1.7,-3.1,-3.9,-3.7,-3.7,-4.4,-4.3,-4.6,-5.6,-3.5,-2,-7.5,-1.4,-4.7,-6.1,-8.8,-7.5,-3.7,-5.4,-5.8,-3.1,-3.6,-2.1,-5.5,-3.5,-15.6,-5.1,-7.4,-7.7,-6.8
YKR098C,-0.6,-0.6,-3.8,-3.4,-2.4,-1.3,-2.8,-1.8,-3.7,-2.3,-3,-2.2,-1.9,-11.2,-3.3,-4,-4.2,-4.8,-0.8,-2.3,0,0,0,-1,-1,-1,-0.6,-4.6,-7.6,-7.6,-1.6
YDR172W,-2,-0.8,-1.4,-2.1,-4.1,-4,-3.4,-4.3,-4.4,-5.7,-8.8,-8.8,-4.7,-10.6,-7.1,-7.1,-4.9,-6,-2.6,-2.6,-2.9,-2.9,-6.6,-2.5,-1.6,-3.9,-5.4,-5.4,-2.4,-0.8,0
YOR095C,-2.2,-7.9,-4.9,-14,-10.2,-8.7,-6.4,-3.2,-2.3,-2.4,-2.4,-3,-4.3,-7.8,-6.4,-9,-1.7,-2.4,-3.1,-1.9,-2.8,-2.8,-6.1,-7.6,-4.6,-2.9,-6.6,-1.5,-3.7,-8.5,-6.2
YDR405W,-2.4,-4.2,-3.7,-9.2,-6.4,-10.9,-10.9,-2.8,-6.1,-10,-8.2,-6.3,-4,-5.6,-6.5,-5,-1.1,-1.1,-1,-2.4,-2.6,-2.9,-4.8,-4.8,-4.1,-8.4,-8.4,-1,-1.5,-0.7,0
YDR539W,-5.3,-4.9,-6,-5.6,-2.8,-1.8,-2.9,-7.5,-6.4,-2.5,-4.8,-2.3,-2.7,0,-3.4,-4.7,-6.9,-6.5,-3.2,-3.6,-2.5,-2.4,-3.7,-7.1,-9.7,-7.1,-6.3,-0.5,-4.8,-1.8,-7.3
YJR064W,-5.8,-3.8,-4,-7.7,-10.3,-7.7,-5.8,-7.2,-6,-6,-0.7,-0.7,-6.2,-8.9,-7.8,-7.8,-2.5,-3.1,-3.4,-4.4,-8.5,-15.6,-18.7,-9.8,-9.8,-2.7,-2.8,-1.7,-4.8,-10.1,-7.3
YPR004C,-5.6,-11.4,-9.5,-3.6,-2.7,0,-7,-10.7,-4.2,-14.5,-5.6,-5.3,-4.2,-4.2,-3.6,-2.8,-5.6,-4.2,-5.2,-1.6,-3.8,-1.8,-1.8,-2,-2.8,-3.9,-0.6,-0.6,-1.7,-5.6,-5.5
YKL135C,-2.2,-2.5,-1.8,-1.8,-3.6,-5.6,-3.6,-1.1,-1.6,-2,-4.5,-0.8,-0.8,-5.5,-5.5,-10.4,-12.3,-8.8,-2.3,-5.3,0,-1.2,-1.2,-6,-7.6,-4.8,-4.1,-3.2,-1,-4.3,0
YOR352W,-4.2,-8.2,-7.3,-0.1,-3.4,-1.7,-5.9,-2,-3.7,-2,-3.2,-4.1,-4.3,-2.7,-5.2,-2.7,-2.7,-1,0,-2.7,-5.2,-1,-0.4,0,-6.3,-6.3,-4.7,-2,-0.8,0,-0.7
YJR049C,-1.8,-1.9,-1.3,-6.9,-8.2,-8.2,-4.5,-0.2,-3.6,-3.5,-2.3,-3.2,-2.3,-6.4,-2,-2.4,-3.4,-6.2,-6.9,-3.5,-4.1,-4.3,-10.6,-7.4,-2.8,-3.9,-4.5,-3.2,-2.2,-7.9,-10.3
YGL249W,-2.8,-2.8,-2.6,-4,-5.1,-4,-2.2,-1.4,-1.4,-1.5,-0.5,-0.5,-0.5,-4.9,-5.7,-3.7,-5.9,-5.7,-2.5,-8,-10.3,-5,-2.4,-4.4,-4.4,-5.6,-3.8,-2.3,-0.1,-3.1,-3.3
YDL204W,-0.5,0,-1.5,-2.1,-7.6,-5,-7.1,-5.4,-2.3,-7.2,-7.5,-9.2,-9.2,-9,-6.7,-5.6,-6.2,-2.1,-2.6,-4.2,-6.9,-5.9,-5.8,-4.7,-6.8,-6.5,-4.5,-10.3,-13,-13.3,-8.2
YJL159W,-5.5,-7.9,-8.7,-11.3,-7.5,-9.1,-5.9,-2.6,-8.3,-8.3,-7.7,-10.7,-3,-3,-0.3,-3.1,-3.1,-7.7,-8.5,-7.5,-5.2,-4.5,-5.7,-7.6,-2,-3.3,-5.7,-4.7,-8.3,-8.1,-4.4
YGR067C,-2.6,-1.1,-1,-5.7,-7.8,-7.3,-7.8,-13.8,-9.3,-8.1,-1.8,-4.5,-3.1,-3.6,-3.9,-3.1,-3.6,0,-3.3,-8,-8.9,-9.3,-7.3,-4.7,-9.1,-7.2,-2,-2.9,-2.1,-7.6,-9.8
YGR246C,-4.1,-6.6,-3.7,-3.7,-4,-4.4,-3,-6.8,-7.1,-6.2,-5.4,-5.9,-6.9,-6.2,-9.3,-4.8,-7.4,-9.4,-5,-8.9,-10.9,-6.8,-1.2,-1.2,-5.4,-3.4,-1.9,-2.7,-2.5,-4.5,-7.7
YNL239W,-2.1,-6.5,-7.9,-6.3,-3.1,-2.6,-1.7,-7.4,-0.8,-0.8,-4,-4,-2.2,-8.2,-11.1,-1.9,-3.3,-1.5,-4.2,-6.8,-9.8,-10.7,-4.4,-2.7,-2.9,-3.7,-2.1,-2,-2.7,-8.2,-7.7
YER145C,-3,-2.5,-4.1,-6.1,-4.4,-7.7,-5.7,-6.6,-3.7,-9.1,-6.9,-3.7,-7.7,-7,-4.7,-2.4,-3.9,-4.2,-9.5,-7.7,-5.3,-6,-8,-6.1,-6.9,-5.2,-3.9,-3.8,-6.2,-12,-7.5
YKR061W,-5.4,-1,-1.1,-0.6,-2,-4.6,-5.5,-2.6,-4.6,-2.8,-3.1,-2,-2.8,-9,-9,-3.5,-1.9,-2.8,-4.3,-3.2,-3.2,0,0,0,0,0,-4.2,-4.9,-3.2,-8.3,-8.1
YNR026C,-5.3,-6.5,-6.1,-3.4,-1.9,-3.5,-4.6,-3.5,-4.5,-1.2,-4.9,-4.3,-4.9,-3,-5.1,-4.4,-2.9,-2.6,-6.7,-6.8,-0.1,-4.1,-7.7,-7.7,-6.6,-4.5,-3.3,-4,-2.6,-0.4,-2.9
YDR081C,-6.2,-5.2,-5,-8.3,-6.1,-5.4,-2.5,-9.8,-5.1,-3.5,-3.5,-5,-4.9,-4.6,-3.1,-0.6,-3.5,-3.5,-2.7,-6.5,-6.3,-2.4,-2.6,-6.9,-6.4,-2.3,-1.7,-0.8,-3.4,-3.1,-8
YOL083W,-2.1,-3.8,-3.4,-3,-1.3,-1.6,-3.3,-2.7,-2.7,-2.4,-3,-4.5,-1.5,-1.8,-1.4,-2.6,-4,-3.9,-8.3,-7.6,-7.3,-1.3,-2.3,-2.3,-3.1,-2.5,0,-4.6,-3.1,-0.1,-0.7
YBR122C,-7,-6.9,-11.5,-7.2,-4.8,-5.7,-4.7,-4.1,-3.8,-3.8,-4.8,-0.7,-11.4,-5.2,-1.6,-2.4,-5.4,-4.7,-2.3,-1.6,-3.5,-4.2,-8.5,-9.7,-10,-5.4,-7,-4.5,-4.2,-6.3,-5.7
YLL057C,-1.4,-1.4,-0.4,-1.8,-3,-4.7,-4.7,-6.5,-4.9,-4.5,-5.8,-5.8,-6.3,-8.9,-6.5,-3.9,-3.9,-1.7,-1.8,-2.1,-3.5,-5,-9.8,-4.4,-4.1,-5,-4.5,-2.6,-2.6,-6.2,-2
YDR320C-A,-3.7,-2.8,-2.4,-1.5,-6.1,-7.8,-6.2,-7.5,-3.8,-2.1,-1.9,0,-2.6,-4.1,-12.9,-5.2,-7,-3.1,,,,,,,,,,,,,
YDR388W,-8.3,-8.4,-6.6,-9.6,-7,-4.8,-8.4,-8.5,-7.3,-4.7,-3.1,-3.1,0,-2.7,-5.9,-4.5,-4.5,-4,-5.9,-7.1,-5.7,-4.6,-2.7,-3.1,-6.7,-2.1,-4.4,-4.4,-2.5,-3.9,-5.3
YDL119C,-1,-3.3,-5.1,-4.7,-5.8,-7.5,-6.4,-6.8,-2.8,-0.6,-0.7,-2,0,-1.4,-2.1,-8.1,-8.1,-5.8,-4.5,-3.4,-3.5,-3.8,-6.1,-2.5,-5.7,-7.2,-5.4,-4.6,-1.2,-1.2,-3.5
YOR076C,-0.7,-1.5,-1.2,-3.4,-2.6,-3.8,-3.2,-3.2,-0.9,-0.9,0,0,0,-0.7,-2,-2.4,-2.6,-4.3,-3.6,-3,-2.6,-2.3,-1.6,-3.4,-3.2,-4.8,-5.8,-1.7,0,0,-2
YJR107W,-3.3,0,-1.1,-1.5,-4.2,-8.7,-5.4,-5.4,-0.9,-2.7,-2.7,-8,-8,-8.1,-1.6,-0.2,-5.3,-5.1,-5.3,-2.9,-0.4,-3.7,-2.2,-10.5,-7.3,-2.3,-2.1,-3.5,-0.9,-0.3,-3.8
YLR154W-C,-6.2,-6.1,-4.8,-6.6,-0.3,0,0,0,0,0,0,-0.5,-1.7,-3.6,-5.3,-1.2,-11.1,-1.3,-1.4,-2.3,-2.3,-3.4,-2.3,-3.3,-3.3,-7.8,-8,-11.3,-7.9,-3.3,-5
YIL069C,-3.4,-3.6,-5.9,-7.4,-7.2,-7,-7,-5,-2.6,-1.6,-0.8,-2.1,-5.2,-4.7,-10.6,-8.7,-7.8,-4.6,-7.9,-5.7,-5.8,-11.1,-4.2,-5.2,-2.7,-6.1,-8.2,-8.9,-7.3,-1.8,-1.6
YMR126C,-1.8,-2.6,-2.6,-0.9,-2.6,-2.5,-5.3,-5.3,-0.5,-2.6,-2.4,-0.5,-7.2,-7.2,-7.6,-7.7,-0.1,-2,-2.8,-1.8,-1.9,0,-0.9,-0.9,-3.8,-3.7,-7.7,-6.8,-9,-2.4,-0.5
YIL166C,-1,-0.1,-2.3,-4.3,-6.3,-2.3,-3.9,-2.4,-2.5,-1.4,-4.9,-2.8,-6,-5.5,-2.6,-4,-8.2,-8.1,-4.3,0,0,-4,-3.3,-3.3,-2,-4.6,-5,-3.3,-3.4,-6.3,-7.3
YIR001C,-5.2,-5.2,-5.2,0,0,-3,-3,-7.9,-7.1,-9.1,-8,-7.2,-7.3,-3.1,-2.6,-4.1,-4.9,-6.3,-6,-8.5,-8.5,-4.4,0,-1.3,-0.8,-4.1,-3.3,-2.6,-3.4,-4.8,-4.8
YJL144W,-4.7,0,0,-1.1,-2.9,-4.6,-10,-8.8,-13.7,-13.4,-8.2,-5,-6,-5.3,-6.5,-3,-5.4,-4.1,0,0,0,-1.9,-1.9,-6.2,-6.2,-8,-8.7,-14.9,,,
YJL145W,-2.7,-2.3,-5.8,-3.7,-7,-5.3,-1.2,-4.3,-9.5,-3.5,-2.9,-4.4,-0.7,-0.7,-4.2,-4.2,0,0,0,-1.2,-1.9,-1.8,-3,-4.2,-3.9,-8.6,-4.5,-3.3,-0.8,-4.2,-3.9
YDR178W,-2.3,-5.1,-4.7,-8.1,-6.1,-5.1,-7.4,-2,-2,0,-5.4,-18.5,-9.7,-10.9,-8.1,-1.5,-6.6,-8.9,-5,-5.5,-4,-2.9,-11.4,-11.4,-7.2,-7.2,-6.6,-3.1,-6,-1,-1.9
YBR091C,-4.2,-4.6,-7.1,-8.9,-9.9,-10.5,-9.9,-5,-5.3,-5.6,-6.1,-6,-8.4,-8.6,-8.3,-7.5,-3.6,-10.4,-11.8,-8.1,-7.6,-6.6,-6.2,-3.7,-2.7,-3.4,-9.3,-6.8,-6.1,-1.1,
YCL010C,-11.1,-6.9,-6.6,-4.4,-3.2,-5.3,-3.1,0,0,-3.1,-5.2,-3.6,-2.4,-4.9,-4.9,-1.9,-3.2,-2.4,-4.6,-4.6,-5.4,-5.8,-3.6,-2.6,-1.2,-1.2,-1.9,-5.4,-7.5,-9.3,-8.4
YCL056C,-4.5,-2.9,-5.6,-4.2,-8.6,-10.1,-6.1,-5.5,-4.3,-4.6,-4.1,-4.9,-2.3,-8.6,-4.4,-3.5,-5.8,-2.6,-1.6,-1.6,0,-2.8,-2.9,-4.8,-4.8,-3.3,-3.6,-2,-1.1,-0.3,-1.3
YPL059W,-0.2,-0.3,-5.9,-3.4,-2.8,-2.5,-1.8,-2,-0.7,-1.9,-4.4,-7.3,-4.8,-7.1,-3,-7.3,-9.6,-3.7,-3.9,-3.8,-4.5,-7.8,-7,-5.6,-3.9,-1.7,-4.5,-2,-4,-4.4,-0.4
YJL112W,-0.9,-1.1,-3.2,-3.5,-1.4,-2.2,0,-0.7,-2.4,-2.1,-1.7,-1.9,-0.4,-0.4,-0.4,-2.4,-6.3,-13.1,-6.3,-2.2,-2.6,-2.9,-3.6,-3,-3.3,-3.3,-0.6,-1.2,-4.3,-5.8,-6
YPL255W,-2.3,-8.1,-8.1,-16.7,-5.5,-5.9,-6.2,-1.2,-3.3,0,-4.7,-4.6,-4.2,-0.7,-4.9,-6.1,-6.9,-6.8,-4.7,-6,-4.9,-3.3,-4.5,-5.9,-4.2,-4.1,-2.7,-4.7,-4.7,-5.6,-4.3
YLR336C,-2.4,-3.9,-7.4,-4.7,-7.8,-11.2,-3.2,-3.8,-5.9,-0.7,-5,-5,-3.4,-2.6,-0.8,-1.3,0,0,0,-1.8,-1.8,-7.6,-9.4,-4.6,-7.1,-5.8,-5.8,-4.1,-3.1,-2.4,-2.7
YIL142W,-3.4,-2.5,-5.6,-9.3,-12.8,-11.1,-9.7,-8.6,-9.3,-5.4,-4.1,-5.7,-6.4,-6.4,-5.1,-6.4,-5.7,-2.3,-4.7,-4.4,-7.7,-6.4,-4.8,-3.2,-5.7,-4.5,-10.5,-6.1,-9.5,-6.2,-5.8
YOL013C,-5,-6.5,-6.5,-3.3,-2.5,-2.6,-2.6,-1.9,-1.4,-1.5,-8,-8,-3,-2.7,-0.2,-0.5,-0.5,-0.5,-1.6,-4.4,-4.4,-5.4,-4.7,-3.2,-2.4,-6.1,-3.7,-8.4,-6.1,-6.1,-0.8
YBR299W,-7.3,-3.7,-7.2,-7.2,-2.1,-0.5,-0.5,-5.8,-5.9,-7.2,-8.5,-0.9,-3.4,-2.9,-5.9,-4,-5.1,-5,-4.9,-5,-4.7,-0.9,-5.2,-6.5,-5.8,-4.2,-5.7,-3.9,-4.5,-4.9,-2.8
YHR169W,-5.9,-6.6,-5.6,-5.6,-2.7,-3.2,-5,-3,-1.5,-3.4,-6.1,-6.8,-8,-6.3,-8.6,-4.7,-9.1,-8.7,-13.8,-14.4,-7.4,-6.2,-3.9,-1.9,-3.9,-8,-9.2,-7.2,-3.7,-3.8,-6.7
YHL002W,-3.2,-7.8,-6.7,-6.2,-2.9,-2.9,-6.7,-6,-3.3,-3.9,-1.2,-5.6,-6.7,-8.7,-7.8,-3,-2,-4.3,-6.3,-3.9,-4,-4.8,-3,-1.5,-1,0,-6.1,-7.2,-6,-1.2,-3.6
YNL056W,-3.9,-6,-5.3,-6.6,-12.2,-7.9,-7.8,-4.8,-2.3,-3.4,-1.5,-2.4,-3.7,-3.7,-4.1,-4.8,-1.6,-3,-1.4,-0.9,-4.6,-4.6,-3.4,-8.6,-8.4,-9.7,-9.2,-6.5,-4.1,-8,-8.5
YHR032W,-3.3,-1,-2.3,-3.3,-5.2,-8.5,-9.5,-8.9,-5.7,-3.1,-4.5,-1.5,-2.1,-7.8,-8.2,-3.7,-6.4,-4.2,-6,-6.4,-5.9,-6.6,-3.3,-4.6,-6.9,-6.9,-10.3,-8.5,-8.1,-6.2,-1.8
YDL079C,-0.8,-4.6,-0.8,0,0,0,-0.4,-2.1,-0.5,0,-2.4,-3.1,-3,-4.1,-0.5,-2.2,-4.7,0,0,-0.5,-1.8,-4.2,-2.6,-2.2,-2.5,-3.6,-0.8,-1.3,-1.5,-1.5,-4
YDL063C,-4,-3.7,-1.6,-4.1,-4.4,-2.9,-3.2,-1.4,-0.1,-1.4,-2.4,-9.2,-3.5,-7.5,-4.3,-3,-6.2,-6.9,-4.1,-0.8,-1.4,-2.4,-1.7,-1.3,-4.2,-5.2,-7.9,-4.5,-6,-4.7,-3
YDR304C,-0.8,0,-1.5,-1.9,-5.8,-4.4,-6.1,-6.2,-5.5,-5.9,-4.3,-0.4,-4.8,-2.9,-6.7,-8.5,-2.8,-0.5,-1.8,-0.9,-8.1,-8.4,-7,-2.7,-1.1,-4.3,-2.6,-5.5,-2.6,-3.2,-5.1
YER154W,-4.7,-4.8,-7.4,-5.2,-3,-7.4,-2.3,-2.7,-7.8,-4.9,-9,-8.7,-5.1,-5.7,-3,-2.8,0,-0.5,-0.5,-0.2,-2.4,-2.7,-0.6,-8.1,-8.8,-8.7,-7.4,-5.2,-5,-10.9,-11.3
YPL166W,-4.2,-3.3,-1.8,-4.2,-13,-8.9,-5.6,-5.5,-4,-4,-4,-3.4,-1.5,-3,-2.3,-2.7,-2.8,-1.4,-2.5,-2.5,-0.9,-1.7,-1.7,-0.3,-0.7,-2,-4.2,-4.2,-2,-1.1,-2.9
YDR103W,-5.7,-0.3,-1.2,-2.6,-5.2,-9.2,-2,0,-1.5,-4.5,-3.3,-1.9,-5.2,-1.1,-5.8,-3.5,-4.7,-1,-0.7,-0.5,0,0,-4.4,-4.4,-4.4,-4.9,-4.7,-4.2,-2.7,-2.5,-1.6
YOR387C,0,-1.4,-2.2,-5,-7.2,-5.2,-3.7,-5.1,-5.7,-4.8,-5.1,-8.5,-5.2,-9,-5.2,-6.8,-6.8,-11.2,-7.1,-9.3,-6.8,-9.6,-11.1,-3,-2.3,-2.3,-1.1,-2.7,0,0,0
YMR165C,-8.9,-8.9,-5.2,-3,-3.9,-4,-8.9,-5.5,-7.7,-7.8,-6.1,-4.9,-4.9,-2.7,-2.6,0,0,0,0,-2.2,-4.6,-1.9,-3.7,-12.7,-14.1,-11.6,-8.8,-4.7,-5.2,-9.2,-6.8
YPR115W,-5,-5,-9.1,-8.3,-9.6,-6.2,-5.7,-11.2,-5.4,-10.3,-10,-7.9,-7.9,-3.3,-3.8,-2.6,-3.9,-5.3,-5.4,-5.7,-5,-7.1,-10.3,-4,-4,-0.2,-1.3,-1.9,-4.2,-4,-4
YCR014C,-5.8,-5.8,0,0,-6.9,-8.1,-4.6,-4.1,-4.8,-2.7,-1.6,-2.3,-8.6,-6.8,-5.2,-3.2,-4.5,-3.8,-3.2,-5,-4.3,-3.4,-1.1,-4.4,-4.7,-7.5,-5.3,-4.6,-4.6,-1.9,-1.4
YJR046W,-2.2,-4.3,-5.2,-5.2,-4.9,-4.9,-3.3,-9.1,-11.4,-9.4,-4.8,-4.3,-5.2,-1.5,-4.9,-8.4,-6.9,-6.9,-9,-8.6,-5,-7.1,-5.1,-8,-6.2,-4,-6.9,-2.2,-7.1,-10,-10.9
YAR023C,-2.1,-2.4,-1.2,-2,-2,-5.6,-5.4,-6.8,-4.8,-4.9,-5.6,-6.8,-6.4,-5.6,-0.3,-4.3,-4,-4,-6.3,-2.5,-5,-2.5,-2.5,-1.7,-2.4,-5.2,-7.7,-5.6,-4.4,-2.4,-2.8
YLR456W,0,0,-0.5,-2.8,-7.1,-7.1,-5.7,-2.2,-5.1,-2.6,-9.9,-3,-3,-2.2,-1,-4.4,-3.6,-3.6,0,-2.1,-4.4,-2,-6.9,-5.8,-4,-2.2,-0.2,-0.1,-0.1,-2.8,-3.7
YGR029W,-1.5,-1.5,-8.2,-6.6,0,-1.7,-7.8,-7.1,-2.4,-5.4,-3,-2.8,-3.2,-0.7,-3,-5.6,-2.8,-6.6,-6.6,-7.7,-4.4,-7.1,-8.6,-8.6,-5.9,-3.8,-4.4,-6.9,-8.1,-6.3,-5.8
YDR436W,-2.9,-2.2,-1.8,-3.6,-2.6,-2.9,-5.4,-1.4,-1.4,-1.4,-1.5,-3.5,-5.5,-10.6,-10.8,-9.1,-5.3,-3.2,-0.9,-0.9,-7.5,-7.2,-7.5,-6.1,-5.4,-4.8,0,0,0,-1.8,-2.9
YOR384W,-4.2,-8,-11.4,-4.2,-1.7,-0.5,-1.3,-0.8,-4.1,-3.9,-3.6,-4.6,-2.3,-3,-10,-9.3,-5.2,-6.3,-6.6,-3.9,-5.1,-3.1,-1.2,0,0,0,-3.9,-2.2,-5.1,-6.1,-8.9
YDR051C,-5,-7.6,-6.6,-9.9,-3.9,-4,-7.1,-0.6,-0.1,-0.1,0,-5.6,-14.8,-5.9,-6.2,-4.5,-4.8,-12.8,-4.2,-4.1,-5,-2.9,-6.6,-6.7,-0.6,-2,-2.8,-3.4,-5.6,-5.3,-0.5
YJL024C,-3.8,0,-0.2,-3,-3,-2,-3.8,-3.4,-3.4,-1.6,-3.7,-2.8,-3.1,-4.7,-1,-4.2,-4.2,0,0,-4.2,-1.3,-1,0,-2.8,-3.8,-3.8,-2.6,-7.2,-6.9,-4.7,-4.7
YDL134C,-5,-7.8,-7.1,-7.5,-4.1,-4.1,-7.3,-0.8,-2.6,-4.9,-2.8,-5.6,-4.1,-4.3,-1.8,-1,0,-1,-1,-5.6,-5.6,-6.9,-4.5,-4.5,-3.2,-6.1,-14.7,-4.7,-5.1,-3.3,-5.8
YDR315C,-6.2,-3.6,-2.5,-5.7,-10.4,-10.2,-5.4,-0.6,-0.1,0,0,-1.7,-1.7,-9.7,-10.6,-6.5,-9,-9.6,-5.8,-3.6,-3.4,-2.9,-5.7,-3.6,-3.3,-1,0,0,-0.5,-0.5,-1.7
YEL068C,-8.9,-11.6,-9.1,-4.3,-4.2,-1.6,0,0,-4.8,-5.8,-5.8,-1.4,-3.1,-3.4,-6.8,-3.4,-3.1,-5.5,-5.2,-8.5,-8.2,-6.7,-2.3,-7.4,-8.8,-7.1,-5.3,-5.8,-3.3,-2.2,
