ORF,AA_cons_geometric_all,nt_cons_geometric_all,AA_cons_median_all,nt_cons_median_all,AA_cons_geometric_closest,nt_cons_geometric_closest,AA_cons_median_closest,nt_cons_median_closest,AA_cons_geometric_all_beg,nt_cons_geometric_all_beg,AA_cons_median_all_beg,nt_cons_median_all_beg,AA_cons_geometric_all_end,nt_cons_geometric_all_end,AA_cons_median_all_end,nt_cons_median_all_end,AA_cons_geometric_closest_beg,nt_cons_geometric_closest_beg,AA_cons_median_closest_beg,nt_cons_median_closest_beg,AA_cons_geometric_closest_end,nt_cons_geometric_closest_end,AA_cons_median_closest_end,nt_cons_median_closest_end
YJR014W,0.8157642380380741,0.7656392776823879,0.894,0.856,0.5464901577293508,0.5974864568448407,0.5505,0.618,0.7424082327057746,0.7405129474082847,0.8265,0.778,0.7813297164846857,0.7606373577058679,0.888,0.851,0.5286353278334374,0.6053729487098654,0.531,0.6205,0.5359791096685227,0.6090721393817804,0.5415000000000001,0.6275
YJR016C,0.8336962409866397,0.787910171224765,0.938,0.887,0.5337399682379438,0.5874578647549431,0.5710000000000001,0.585,0.6476030576123684,0.6828034258612421,0.7935000000000001,0.6995,0.7586436620451991,0.7302679537234489,0.879,0.772,0.3252118042523372,0.4753368775138184,0.3065,0.4435,0.4818396853647234,0.5528579164777235,0.475,0.5345
YJR017C,0.7754785061983187,0.7536910507381865,0.8475,0.812,0.5480551629714435,0.5900376196057651,0.6,0.5885,0.7441178546657579,0.7519395375725338,0.846,0.8145,0.8559491032297342,0.7707675471096069,0.923,0.8845000000000001,0.5012547181900798,0.5830938175443788,0.5694999999999999,0.604,0.6651792586552021,0.6252548697984329,0.706,0.594
YJR019C,0.5999454395362319,0.6614599209403123,0.636,0.667,0.3357488756323228,0.4775811714254509,0.328,0.448,0.6341399578246949,0.6641936205903998,0.657,0.7035,0.6504071975406406,0.6738614928020312,0.6940000000000001,0.7040000000000001,0.3649583885671177,0.4854137414078967,0.35100000000000003,0.45299999999999996,0.3860579386301004,0.5081931306865026,0.39,0.48100000000000004
YJR021C,0.3368585908899873,0.4991929489274003,0.317,0.476,0.3368585908899873,0.4991929489274003,0.317,0.476,0.3973619980673573,0.531381089336228,0.364,0.5,0.3594919091915149,0.5023660022366685,0.3095,0.476,0.3973619980673573,0.531381089336228,0.364,0.5,0.3594919091915149,0.5023660022366685,0.3095,0.476
YJR022W,0.6889545671416467,0.7038261652228855,0.74,0.7490000000000001,0.4525758299461496,0.5455098026704518,0.471,0.53,0.7562461384577991,0.7230205237334116,0.8,0.8035000000000001,0.622195149040123,0.6807643123250917,0.6735,0.7075,0.5129167934417006,0.5676160584867398,0.489,0.551,0.3830654307872166,0.5171513420619348,0.4245,0.5005
YJR024C,0.766936256729746,0.7487449928695696,0.875,0.812,0.5860040984553642,0.6245031864765966,0.669,0.636,0.7049025251059634,0.719148634132759,0.8175,0.7785,0.7767046889525582,0.7655994474668381,0.8514999999999999,0.8425,0.5711217033202579,0.6139159195602228,0.7055,0.6234999999999999,0.478024352462765,0.5710000470220589,0.5245,0.546
YJR025C,0.8312741039438512,0.7842135984862028,0.947,0.858,0.6065258597492346,0.6420884358535289,0.6779999999999999,0.67,0.9050960614633724,0.8149446163463139,0.9635,0.948,0.7269971419063368,0.7450003723472736,0.789,0.789,0.6817363032629545,0.6801978140180382,0.728,0.7535000000000001,0.4986211684556157,0.5863369080466235,0.494,0.5634999999999999
YJR031C,0.6661445187829865,0.6917242575727912,0.745,0.737,0.5269580678398155,0.5774947255975372,0.5874999999999999,0.5820000000000001,0.7025686801450045,0.6920519246308703,0.8420000000000001,0.7915,0.7214167813977358,0.7167372678003268,0.773,0.7965,0.5823018734547106,0.5964360141209841,0.6225,0.6214999999999999,0.5653114618562547,0.6121323050858741,0.616,0.6965000000000001
YJR032W,0.6835473994265486,0.7199103421702312,0.75,0.75,0.4756488871655346,0.5767049074283146,0.49,0.5760000000000001,0.6732933488453005,0.7048922950119783,0.741,0.7165,0.6101386362397,0.6824968374026487,0.6585000000000001,0.7040000000000001,0.5602332448663704,0.6129049051866244,0.594,0.6185,0.40450170243225103,0.522508952907599,0.4325,0.529
YJR033C,0.6280866411936913,0.6741386300038378,0.7,0.695,0.38753517653807135,0.4990217222526159,0.393,0.474,0.7521076273359275,0.7257836425082422,0.8320000000000001,0.778,0.4725188143210287,0.6315191362245667,0.4485,0.667,0.439720331579143,0.5328887861904177,0.4280000000000001,0.5055000000000001,0.3623871699810241,0.4909990757322515,0.333,0.4755
YJR034W,0.8201270187710666,0.7777696866069205,0.889,0.889,0.5226072896033868,0.5940048137432785,0.5445,0.5945,0.8528205540061088,0.7938270752630733,0.963,0.9445,0.7789725403364919,0.7601560855909402,0.86,0.8370000000000001,0.5372390352654486,0.5948016522582894,0.5565,0.6174999999999999,0.4927710660401158,0.5816229092561639,0.4885,0.5705
YJR035W,0.6837715589733249,0.7058104730965825,0.778,0.741,0.5251352536168631,0.5842982437959849,0.59,0.578,0.5648391503106744,0.6568888271877782,0.6635,0.667,0.6070135786970886,0.6784516310646963,0.667,0.669,0.4119172904803388,0.5234116266109491,0.434,0.496,0.4672435783875615,0.5730366296708084,0.447,0.561
YJR039W,0.34916037332291905,0.5262239641019268,0.348,0.522,0.3267306401464525,0.5030602750353625,0.304,0.478,0.3984035021627565,0.5643870588499966,0.435,0.5415,0.2938299484663968,0.4890773238360943,0.27,0.4705,0.3700676909248722,0.523763895642107,0.38299999999999995,0.522,0.2650043638932763,0.4637236900950401,0.261,0.435
YJR040W,0.6795814750037257,0.7002072482133116,0.7659999999999999,0.727,0.4754116439970658,0.5527970338440842,0.487,0.535,0.5011268434260102,0.6251762347299185,0.4545,0.615,0.5402483639856699,0.6562166669458176,0.5225,0.667,0.32497624929276275,0.468366825538838,0.3115,0.4135,0.2973462908078575,0.4584726728979994,0.2975,0.447
YJR041C,0.4782730835894195,0.6090558441058472,0.481,0.593,0.3262216369838433,0.4969325717172888,0.305,0.467,0.5500011165950341,0.6386524767257338,0.5589999999999999,0.616,0.6662268643346547,0.7120635466006648,0.6875,0.7444999999999999,0.3966505531570123,0.5359279413479836,0.3985,0.5275,0.5055044014407006,0.6024857919764468,0.5289999999999999,0.598
YJR042W,0.5771681093917783,0.6552812913092347,0.63,0.667,0.2963761774825201,0.4511492315076978,0.287,0.4270000000000001,0.4533903609577298,0.5963650876360906,0.4035,0.6105,0.4921936547349148,0.6237876804644442,0.519,0.6005,0.2298192409577192,0.4053170257550296,0.2255,0.385,0.23668538499326566,0.42580037734930815,0.1975,0.4
YJR043C,0.4619244390413311,0.5800641130938365,0.444,0.56,0.4355834846317072,0.5566022313610837,0.429,0.536,0.4975093635302998,0.6021637641780705,0.4805,0.593,0.4608310615744081,0.5638772185000737,0.464,0.5475000000000001,0.4833231387792956,0.5892744146957303,0.4715,0.593,0.4256420255797437,0.5268139449114834,0.4145,0.5
YJR044C,0.785535213568175,0.7500433796990834,0.846,0.846,0.5646067078862549,0.6024040349385709,0.6065,0.605,0.8635488263121284,0.7734994899138414,0.927,0.9209999999999999,0.7593021960254618,0.7473396153236136,0.8135,0.846,0.5893910244277543,0.6163565873798357,0.6575,0.61,0.5474884826377374,0.6000610787950763,0.6045,0.608
YJR045C,0.8723772996176963,0.8317659150118069,0.985,0.939,0.8089983532299273,0.7728953928184339,0.943,0.878,0.707140002947742,0.7289364753275971,0.8809999999999999,0.7905,0.6722794316326078,0.7355546593285024,0.733,0.7555000000000001,0.6587336215017972,0.675772162072562,0.7605,0.7,0.5912845901700734,0.6711593792664515,0.6729999999999999,0.696
YJR046W,0.472693781630257,0.5765473403792228,0.5,0.556,0.4687707028949059,0.5725831125034843,0.5,0.556,0.4914560657708015,0.5869515531280806,0.519,0.556,0.4225186811951714,0.5559490692150125,0.45299999999999996,0.519,0.4914560657708015,0.5869515531280806,0.519,0.556,0.4212943022910373,0.5537943915851425,0.45299999999999996,0.519
YJR047C,0.9266818591914144,0.8896582377206181,1.0,0.992,0.6906018489434879,0.7106167159352239,0.8190000000000001,0.8,0.947280511337597,0.9028088960543836,1.0,1.0,0.8821867121143376,0.8586596052499877,0.971,0.943,0.7477650669701523,0.7348208970674521,0.8560000000000001,0.833,0.5654798703982536,0.6477383506581827,0.6085,0.6815
YJR048W,0.8971916481069102,0.8646381466422839,1.0,0.94,0.6833213863128382,0.7129115849195449,0.785,0.778,0.8778986714367931,0.8513119713726517,1.0,0.908,0.9017457575838694,0.8702602360097713,0.985,0.9540000000000001,0.6451815610759115,0.6810300888328917,0.767,0.7305,0.7105950654485352,0.7365853052937176,0.7989999999999999,0.8005
YJR049C,0.6326647865520612,0.6690779605344325,0.7044999999999999,0.6759999999999999,0.4567776856595673,0.5406840270345873,0.4865,0.517,0.34375934761510585,0.49457339680974105,0.3405,0.485,0.4372024077753083,0.5756406939708218,0.408,0.5665,0.20041557266911464,0.3679062318102637,0.18600000000000003,0.355,0.3352299752468,0.4715896602622442,0.3265,0.4575
YJR050W,0.7348766460475818,0.7350845012780286,0.805,0.789,0.5195515507716444,0.5911043695559105,0.594,0.589,0.8218292319894599,0.7735403303342514,0.8965,0.882,0.6720329036964875,0.7003691896465318,0.667,0.7565,0.6292696894841824,0.6272005100079041,0.6895,0.6365000000000001,0.3629561668717121,0.5128506706203325,0.418,0.496
YJR051W,0.6551237712988944,0.6846085624770816,0.784,0.703,0.4402302266903063,0.531304126717571,0.456,0.508,0.4431548375681357,0.5766864168608133,0.389,0.517,0.7687884760168161,0.7287505091146323,0.9595,0.7975,0.27546590946434896,0.43835951441342136,0.2,0.3995,0.5684128076458934,0.5863041180365561,0.7155,0.5820000000000001
YJR052W,0.651857460709148,0.6817466566869125,0.741,0.698,0.3769430496948531,0.49845561498415997,0.364,0.476,0.6638795711236721,0.6985610537461091,0.778,0.7065000000000001,0.6778858596509453,0.6887405903380546,0.7444999999999999,0.747,0.37940065608884377,0.4775921761581071,0.4125,0.451,0.4047042066676729,0.5107587453173016,0.4,0.495
YJR053W,0.4892341850714161,0.6056091162083942,0.48,0.5845,0.4354772146011365,0.5558984747262554,0.429,0.536,0.4598333519999714,0.6070964313070214,0.45299999999999996,0.5740000000000001,0.5039089629781225,0.6191545952784251,0.5,0.6074999999999999,0.3957695310287995,0.5480870019487759,0.4035,0.5379999999999999,0.4691389043525368,0.5848002243792281,0.456,0.5635000000000001
YJR054W,0.5681026458985061,0.6374802656417032,0.608,0.63,0.34533684506695433,0.4806570603774801,0.35700000000000004,0.451,0.6301844263719046,0.6958609283250697,0.6599999999999999,0.7555000000000001,0.4354221494041925,0.5685034692515942,0.4195,0.5660000000000001,0.4141945935672697,0.5514292289882737,0.405,0.537,0.18224965790739292,0.35236983415256223,0.162,0.3405
YJR056C,0.4815025086581554,0.6154696821444312,0.488,0.6,0.32767747972080363,0.4887934684326162,0.316,0.466,0.7300897004789341,0.6905141896024737,0.7675000000000001,0.7110000000000001,0.32840200645318085,0.5531260381555816,0.3255,0.5465,0.5416143230994712,0.5648492164585001,0.51,0.526,0.2250085566117692,0.4494199943206074,0.2185,0.43700000000000006
YJR057W,0.633694659663785,0.6770284159577635,0.7095,0.6915,0.4608266778928322,0.5441882309948728,0.4825,0.5125,0.7148379873274306,0.6972923457313773,0.815,0.7175,0.4729790766928964,0.6235561328498178,0.4605,0.615,0.5330732691069586,0.5712973377835661,0.5825,0.5295,0.3008698608837056,0.4760919058235776,0.28400000000000003,0.4375
YJR058C,0.7379086999621737,0.7094702266530832,0.852,0.778,0.7379086999621737,0.7094702266530832,0.852,0.778,0.6287114738509396,0.6569938678266488,0.7225,0.6855,0.7780724007702465,0.7395613710026953,0.889,0.889,0.6287114738509396,0.6569938678266488,0.7225,0.6855,0.7780724007702465,0.7395613710026953,0.889,0.889
YJR059W,0.5090900041464369,0.6076743155343833,0.5,0.588,0.4066306825889545,0.5268477019032565,0.39,0.5,0.3867186230918832,0.5201490276341193,0.379,0.5,0.4768536810280374,0.5819936064500258,0.4735,0.5735000000000001,0.2825436162814248,0.4275313501952498,0.2665,0.4155,0.3675417193456917,0.479911333377736,0.362,0.441
YJR060W,0.5472623774054127,0.6593641472171519,0.544,0.667,0.3415911187525277,0.4854425452325856,0.298,0.45,0.40095779332671616,0.5810776494308635,0.3705,0.556,0.6026982118595209,0.7067011146515698,0.606,0.764,0.24941353275000086,0.4206087009456293,0.2685,0.411,0.3431188000541769,0.4920124424416797,0.3355,0.475
YJR061W,0.3366869360302784,0.5161942406935301,0.307,0.495,0.2632853316110556,0.4571818904292977,0.228,0.425,0.24533155276264865,0.4416303169437825,0.2395,0.4245,0.24608469451699186,0.4874653143479261,0.22399999999999998,0.478,0.18730207320269707,0.37423164769095824,0.193,0.35150000000000003,0.17868015294415215,0.41815719814596797,0.16799999999999998,0.4015
YJR062C,0.4928668057166281,0.5966244849977603,0.5,0.59,0.3515419973572341,0.4933724004687896,0.329,0.46,0.4508633668719677,0.5623911773742416,0.4375,0.508,0.4699567887217359,0.5763456605627036,0.443,0.5645,0.33942368189582656,0.4785584106327826,0.3035,0.4415,0.2822014848787699,0.4567198547303834,0.2555,0.4315
YJR063W,0.8340930685908611,0.7611772866510405,0.96,0.846,0.4421515650822502,0.5326843644997161,0.441,0.531,0.7731008760529269,0.7259012500197359,0.8785000000000001,0.7659999999999999,0.8987088789898598,0.8122565321201168,1.0,0.965,0.3972738248536475,0.5115915599289902,0.363,0.4855,0.5023005405293874,0.5694539077694144,0.5454999999999999,0.5665
YJR064W,0.8087823374590828,0.7349945168196502,0.914,0.835,0.5551155001534992,0.5931164713420088,0.5175000000000001,0.564,0.6959172331219481,0.6968333030222186,0.7440000000000001,0.7215,0.7739702606928337,0.7186041366220037,0.8565,0.812,0.451291342040049,0.5426175821384916,0.4975000000000001,0.5215000000000001,0.5122247264361388,0.5673525935250807,0.5035000000000001,0.5375000000000001
YJR065C,0.9352642028010852,0.8156870487023534,1.0,0.988,0.8271123864615743,0.7157748852852471,0.968,0.799,0.9007413325409069,0.8004666426222978,1.0,0.949,0.9580606658307502,0.8466565438588975,1.0,1.0,0.7970036090839288,0.7155934285890404,0.9235,0.8365,0.8427421779764294,0.7207615518946895,0.941,0.753
YJR066W,0.7908328332224066,0.7452240857787461,0.884,0.8370000000000001,0.5517494094918005,0.5896468001661193,0.629,0.589,0.3775558963809646,0.5351738540067494,0.375,0.5235000000000001,0.8971434411966378,0.7909755430884359,0.969,0.938,0.2339123628022572,0.4202380238440959,0.2245,0.415,0.645207142280547,0.6452056989657844,0.7545,0.6575
YJR067C,0.5621762435320786,0.6536456086075669,0.581,0.645,0.3188855401867374,0.4849033875604834,0.29100000000000004,0.45,0.6404017462709701,0.6793637999305056,0.72,0.6785,0.5039639984931953,0.6390201591584862,0.5,0.6379999999999999,0.3528551927535677,0.5032470517925824,0.3715,0.4675,0.26152080687844903,0.4632861858993921,0.25,0.4375
YJR068W,0.7665335339137164,0.7385522107319001,0.885,0.8,0.6428647386454707,0.6355983171418799,0.743,0.648,0.6896156013605859,0.7136372589559126,0.769,0.7585,0.7024116873423385,0.7191916016238427,0.7240000000000001,0.768,0.5701135716944988,0.6268712116163957,0.706,0.67,0.5362487045925071,0.5875700220844627,0.5565,0.58
YJR069C,0.6983060014833609,0.7020366684586892,0.8079999999999999,0.736,0.5341095563668437,0.5839803074771044,0.565,0.5870000000000001,0.6236039425117433,0.6689926438026009,0.6345000000000001,0.6699999999999999,0.6647940365347353,0.7011107929701856,0.769,0.731,0.4379894536711493,0.544109219088775,0.4300000000000001,0.5225,0.5349172070374656,0.6022513625678829,0.5575,0.599
YJR070C,0.813062058861337,0.7721037727997397,0.923,0.846,0.5505519161895244,0.5874882102403071,0.598,0.575,0.826423420196522,0.7832516073293753,0.917,0.846,0.8636079221261079,0.8014646867650281,0.9565,0.923,0.379684598823049,0.5105037566932726,0.3375,0.4615,0.5886709490810383,0.6021440596776315,0.6054999999999999,0.591
YJR072C,0.7673690305517186,0.7273912342140769,0.898,0.8029999999999999,0.5568500174903648,0.6006304356353722,0.611,0.611,0.8451892622900906,0.7577501305747973,0.9345,0.8565,0.6378634589959223,0.6667536581705761,0.7170000000000001,0.6815,0.6293700666056357,0.6365988620260746,0.6805000000000001,0.6395,0.3439533698408129,0.4898490999670402,0.314,0.504
YJR073C,0.7061576209353222,0.7243269826489633,0.7805,0.769,0.5253669813610694,0.5944155043868256,0.5725,0.5880000000000001,0.5882017864172103,0.6807979543346884,0.606,0.728,0.7362603204198521,0.7443085363328846,0.7985,0.7945,0.4272229136035591,0.5405851573686948,0.48100000000000004,0.505,0.5514231566692904,0.6084649557771253,0.599,0.6125
YJR074W,0.6096250575497176,0.6753370452084596,0.642,0.667,0.3593974695957932,0.5028758568324492,0.3315,0.486,0.5734226748091575,0.6835420339624556,0.5,0.667,0.5944855267834496,0.6570142512875228,0.5914999999999999,0.665,0.2758010104598243,0.4496290076508329,0.2395,0.42,0.37666568547073664,0.5139495441683211,0.34750000000000003,0.49
YJR075W,0.5992429765267148,0.6484351105686736,0.6409999999999999,0.662,0.3574549979792109,0.4891603836792343,0.365,0.461,0.4301082296220159,0.5670744795317734,0.4,0.544,0.6742618220671638,0.6814457635728248,0.7355,0.72,0.24708750686720815,0.4198881433064695,0.23800000000000002,0.3995,0.4700809321958056,0.5350829663277845,0.494,0.5185
YJR076C,0.8124146642080476,0.7614359613974305,0.929,0.853,0.6926391009134826,0.6778442309960326,0.777,0.7509999999999999,0.8959428256277426,0.800489156021602,1.0,0.964,0.8373126282684998,0.7838400529689324,0.929,0.8315,0.6806851587803331,0.6676540268475136,0.7885,0.7170000000000001,0.6957177113968511,0.6871065800042628,0.7615000000000001,0.7390000000000001
YJR077C,0.8372035857347808,0.8254380492377582,0.965,0.904,0.6397283884440478,0.6778906728812327,0.708,0.706,0.7448705402401645,0.7750290529813574,0.8815,0.8420000000000001,0.8767402999536095,0.8245164693456333,0.9385,0.878,0.5740518677943397,0.6442621115598239,0.6895,0.6455,0.6364048872039313,0.6541562365470673,0.6924999999999999,0.6725
YJR078W,0.5485629817354112,0.6082181130451095,0.575,0.607,0.4359742989215309,0.5338519527303305,0.461,0.51,0.4358019016888586,0.5505554843765494,0.4375,0.5265,0.586097534461124,0.614810914579506,0.5654999999999999,0.625,0.3559238865013994,0.4836780430530131,0.381,0.4585,0.43624220718112905,0.5083061362018271,0.421,0.485
YJR080C,0.5520499307072556,0.6284006912178689,0.593,0.628,0.4085541385415176,0.5056510273791783,0.4165,0.4865,0.4887919794340258,0.5975038850067135,0.5,0.5920000000000001,0.4965991067024886,0.6154067915936847,0.4915,0.6,0.31989701302797297,0.4443894431285113,0.3195,0.4315,0.3243872325817524,0.4739369000827232,0.2875,0.4595
YJR082C,0.6617973445354086,0.6902484317644031,0.6920000000000001,0.6920000000000001,0.4415722162915247,0.5319565390129686,0.442,0.507,0.6382368367479234,0.6951555073790234,0.6659999999999999,0.6920000000000001,0.6982882683676851,0.6878559593181833,0.769,0.7125,0.42592582001070894,0.5423685870484991,0.4135,0.511,0.486969963639816,0.5388713197515632,0.502,0.532
YJR083C,0.5601961986198556,,0.5,,0.5601961986198556,,0.5,,0.5533987285584734,0.6277085991193222,0.7,0.6,0.6757322101502221,,0.7,,0.5533987285584734,0.6277085991193222,0.7,0.6,0.6757322101502221,,0.7,
YJR084W,0.6286047859795686,0.6746715548267892,0.667,0.703,0.3720957649128922,0.5037523113526639,0.368,0.474,0.4865101728291962,0.6320894934095584,0.4805,0.625,0.7043414700268492,0.7094921935098273,0.773,0.78,0.28352064101627344,0.4520232410761774,0.278,0.4335,0.4737899169657557,0.5545271944017562,0.491,0.532
YJR085C,0.7635312315119525,0.7382068123610781,0.85,0.7829999999999999,0.4685289690786808,0.5440195084697919,0.461,0.542,0.7434671687100642,0.7413552176932682,0.8270000000000001,0.7829999999999999,0.7752616323506261,0.730025942834662,0.8534999999999999,0.7829999999999999,0.4899887149561571,0.5675226768541264,0.468,0.5545,0.4437701468570459,0.5149413228067047,0.4495,0.513
YJR086W,0.6610331567437271,0.6847438149989711,0.741,0.6964999999999999,0.5013390086087207,0.5563548395927894,0.5710000000000001,0.544,0.63536867786843,0.6976236176680123,0.7155,0.6910000000000001,0.6449821891313687,0.6606829494799389,0.7170000000000001,0.667,0.4990308797016557,0.5614999204117259,0.51,0.5665,0.4879465669944879,0.5561047508058555,0.5315,0.528
YJR088C,0.6220210254605764,0.6664205600084595,0.667,0.7040000000000001,0.36474040757118864,0.483545164019102,0.3685,0.47,0.5521357187161823,0.6289459911078131,0.593,0.6445000000000001,0.5520431431702638,0.6370966571527977,0.5535000000000001,0.63,0.26187825777767465,0.4077429529211487,0.2695,0.3805,0.3301089509940152,0.4634682142694688,0.319,0.441
YJR089W,0.4691381213112818,0.61002458438552,0.4705,0.6,0.34724433279801364,0.5164691096649388,0.333,0.5,0.4812373263746321,0.6119254111300834,0.4625,0.605,0.543206227575882,0.6475372681454125,0.5855,0.6409999999999999,0.3922815326008617,0.5482070218667362,0.381,0.545,0.4001933671761262,0.5605954098962834,0.421,0.526
YJR090C,0.5872258477974277,0.6460084399727652,0.63,0.643,0.5473919396982388,0.61460407176775,0.607,0.607,0.5352841025544576,0.6421239494395696,0.615,0.667,0.4746889185144514,0.5906811832730103,0.454,0.5740000000000001,0.3936364262195674,0.5140337936297465,0.35150000000000003,0.5095000000000001,0.4364324463144709,0.5538894468593446,0.442,0.5505
YJR091C,0.5810272256199467,0.6328723406853487,0.636,0.625,0.5460698977376341,0.6022765232834228,0.606,0.591,0.497250718625847,0.5838659815052826,0.5710000000000001,0.5545,0.5214298666250005,0.6491456724979641,0.5205,0.667,0.4729899717607826,0.5583734975527259,0.545,0.52,0.3950859838389689,0.5313225177457565,0.375,0.529
YJR092W,0.3954347237196822,0.5609579585880345,0.375,0.55,0.3536831431618856,0.5205361805730483,0.333,0.5,0.3971911742898521,0.5613662339285171,0.4275,0.517,0.463363076037622,0.5964475198047712,0.4385,0.6034999999999999,0.3932772367313042,0.5537721225762807,0.4275,0.5,0.459580996671394,0.5900223261312276,0.431,0.593
YJR093C,0.5245598971288002,0.6264234008028571,0.5,0.6,0.3820932837263228,0.5233447168727264,0.364,0.491,0.4477272267431086,0.5884942422969612,0.4055,0.573,0.6395491306609977,0.6652158138082213,0.6575,0.682,0.31664212147233983,0.502891393779575,0.2455,0.4635,0.442858425824336,0.517224227820742,0.4175,0.5
YJR094C,0.4547620009778597,0.6059006124630673,0.429,0.6,0.4547620009778597,0.6059006124630673,0.429,0.6,0.4431219890044387,0.5828544135198133,0.4,0.6,0.6391350271841679,0.6953957584056718,0.7735000000000001,0.7140000000000001,0.4431219890044387,0.5828544135198133,0.4,0.6,0.6391350271841679,0.6953957584056718,0.7735000000000001,0.7140000000000001
YJR094W-A,0.9585885689240964,0.9077438263590982,1.0,0.988,0.757648802013534,0.7278293734154185,0.8809999999999999,0.7985,0.9691582122517828,0.9267557817783542,1.0,1.0,0.9434730351221609,0.8898380988900023,0.982,0.968,0.7870779580118916,0.7570052038001044,0.9175,0.8520000000000001,0.7077444186520221,0.6919182001726593,0.7975,0.74
YJR095W,0.7925717309084818,0.7380258462428484,0.9385,0.81,0.4698017124287753,0.5439224145478094,0.4595,0.52,0.7539218068802792,0.7127553761321179,0.889,0.7295,0.7592545365835641,0.7262581522520248,0.963,0.778,0.493782864638025,0.5362407979354095,0.52,0.515,0.4293376847692825,0.5339798389223387,0.4035,0.5075000000000001
YJR096W,0.7750284654240099,0.7411604318016031,0.8640000000000001,0.8145,0.535457571275028,0.5857511875949432,0.555,0.5894999999999999,0.7590023459843199,0.7230947518563733,0.8394999999999999,0.773,0.7601882158562097,0.7330071724612732,0.8490000000000001,0.804,0.5300740998894721,0.5752459533125892,0.513,0.5695,0.5357032828193528,0.5872486806562651,0.583,0.5925
YJR097W,0.5187010696523631,0.6192004457862085,0.5205,0.619,0.32019512752633794,0.4700882212970418,0.322,0.446,0.4384760131603794,0.5683157131193921,0.4375,0.5275000000000001,0.5647764930919542,0.6692625418691707,0.5555,0.7124999999999999,0.2750626866317655,0.4332666264960593,0.247,0.4155,0.3272575715017513,0.4843701731407729,0.315,0.4725
YJR098C,0.6220780914983602,0.6710727494930501,0.7015,0.675,0.4241515745700661,0.5164171743612382,0.45,0.489,0.3683173226030763,0.5293740300727506,0.353,0.5155000000000001,0.7117350518994549,0.7183070653246858,0.833,0.8034999999999999,0.19825666323433785,0.3875912169638179,0.1775,0.3705,0.4889654326143922,0.5499682860199048,0.5465,0.539
YJR099W,0.7065239099074694,0.7135643948472443,0.767,0.7525,0.4292359980961977,0.5419740896455877,0.454,0.528,0.7331676788270458,0.7283015752891693,0.8240000000000001,0.777,0.6745082118630458,0.6997902731014555,0.7040000000000001,0.7395,0.47592425501029706,0.5699801647627952,0.5215000000000001,0.545,0.3783006143850021,0.5177218798873514,0.3605,0.5
YJR100C,0.699873759869329,0.7077138274924629,0.792,0.7340000000000001,0.3580367477619946,0.4846582999102022,0.355,0.452,0.4637676487968118,0.5811437174343963,0.456,0.5725,0.7941553894573398,0.7531492511806195,0.9215,0.858,0.1857772931004483,0.3589887653811356,0.172,0.34750000000000003,0.3886352498146589,0.4964225753863318,0.4015,0.4555
YJR101W,0.6794883371587752,0.7047550552571601,0.741,0.741,0.6305148350264911,0.6539008169786619,0.7225,0.667,0.6324535580067581,0.6840822420773756,0.667,0.7040000000000001,0.7651205412698989,0.7479410678459701,0.852,0.8474999999999999,0.5562872572001368,0.6229715288332625,0.63,0.63,0.7420150179599536,0.6989512552044017,0.815,0.778
YJR102C,0.6428215911510481,0.7002778732156901,0.667,0.7040000000000001,0.4186719744982358,0.5324755689507328,0.4255,0.5105,0.7080121686479923,0.733109829349122,0.7204999999999999,0.755,0.7009382358662463,0.7191294867345431,0.759,0.7659999999999999,0.4745502823377562,0.5693013012727365,0.503,0.5529999999999999,0.4827745982650375,0.5578855628292579,0.4815,0.545
YJR103W,0.8448641820503486,0.78820389306926,0.981,0.9,0.6259947535926742,0.6363637466504805,0.7180000000000001,0.6655,0.9618621577668904,0.8363078334708951,1.0,1.0,0.7331778237653915,0.7359738719339874,0.8895,0.784,0.8063435808895107,0.7112679293855234,0.9185,0.8485,0.4858043877091122,0.5538625463962015,0.5469999999999999,0.544
YJR104C,0.8524449781534997,0.8259053132921482,0.95,0.914,0.6338208133905849,0.6646917097829357,0.6815,0.6859999999999999,0.8356353797739685,0.8192857234694703,0.924,0.8859999999999999,0.8763916593180922,0.8251028627772128,0.962,0.9195,0.5897979629997508,0.6434223239220582,0.639,0.66,0.6879912110403862,0.6832840862922459,0.7809999999999999,0.698
YJR105W,0.8115011519557498,0.7901594880895154,0.8959999999999999,0.852,0.5386763610436276,0.6197167904605896,0.5640000000000001,0.6234999999999999,0.79709481020358,0.7778838038789196,0.8614999999999999,0.8114999999999999,0.8083819962213187,0.7866386436992425,0.889,0.8260000000000001,0.5661236403905631,0.6352450951335745,0.618,0.6699999999999999,0.5659776854512766,0.6178065257339229,0.5794999999999999,0.618
YJR106W,0.5643168097544632,0.6396013203231297,0.5820000000000001,0.633,0.3726201120554607,0.4887201400721815,0.371,0.459,0.6848757794018691,0.6970852107277696,0.723,0.731,0.6003474328274502,0.665880606765249,0.5894999999999999,0.6605000000000001,0.4709236198539935,0.5503550759893104,0.5065,0.5479999999999999,0.3795684900687248,0.49749488390549196,0.3725,0.4785
YJR109C,0.8711050773183935,0.8092912239915367,0.967,0.923,0.7268521766492734,0.6996560095557843,0.8490000000000001,0.754,0.8275584246068319,0.7603718282261405,0.9015,0.8335,0.7952444059325284,0.7726453271238044,0.885,0.846,0.5646529927971765,0.5968369690551925,0.6325000000000001,0.5880000000000001,0.5333707436388064,0.6014183524122497,0.5735,0.607
